ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.3807,-91.0375,NaN,NaN,NaN,NaN,NaN,NaN,1.779e-09,1.618e-09,1.371e-09,1.27e-09,1.192e-09,1.002e-09,7.867e-10,7.219e-10,4.582e-10,2.01e-10,8.808e-11,6.614e-11,5.548e-11,4.81e-11,4.682e-11,4.323e-11,3.303e-11,3.835e-11,4.052e-11,4.262e-11,4.55e-11,4.371e-11,1.052e-10,2.219e-10,1020,1015,1010,1005,1000,990,986.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,474,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.182,0.1907,0.2051,0.2199,0.2423,0.2729,0.3126,0.3496,0.3883,0.4287,0.471,0.5171,0.5658,0.6329,0.6977,0.7819,0.8672,0.9678,2.096,2.145,2.242,2.336,2.464,2.589,1,-146.9,1.92e+15,2.253e+15
1,0,38.5012,-91.0630,NaN,NaN,NaN,NaN,NaN,NaN,2.038e-09,1.824e-09,1.562e-09,1.466e-09,1.385e-09,1.208e-09,9.241e-10,8.41e-10,4.559e-10,1.948e-10,9.312e-11,6.77e-11,5.589e-11,4.757e-11,4.574e-11,4.392e-11,3.394e-11,3.742e-11,3.793e-11,4.086e-11,4.669e-11,4.19e-11,9.433e-11,2.189e-10,1020,1015,1010,1005,1000,990,987.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,507,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1937,0.2037,0.2173,0.2313,0.2523,0.2812,0.3186,0.3534,0.3897,0.4278,0.4675,0.5109,0.5568,0.6198,0.6808,0.7599,0.8401,2.073,2.087,2.178,2.271,2.361,2.484,2.602,0.9628,-153.8,3.001e+15,2.396e+15
2,0,38.6218,-91.0885,NaN,NaN,NaN,NaN,NaN,NaN,1.723e-09,1.545e-09,1.348e-09,1.276e-09,1.218e-09,1.159e-09,8.907e-10,8.039e-10,4.385e-10,1.795e-10,9.646e-11,6.822e-11,5.55e-11,4.706e-11,4.478e-11,4.429e-11,3.483e-11,3.732e-11,3.815e-11,3.919e-11,4.788e-11,4.02e-11,8.406e-11,2.147e-10,1020,1015,1010,1005,1000,990,988.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,477,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1897,0.2001,0.2128,0.2258,0.2455,0.2724,0.3073,0.3398,0.3737,0.4091,0.4462,0.4867,0.5294,0.5883,0.6451,0.7188,0.7935,0.8818,2.166,2.215,2.304,2.389,2.506,2.616,0.9401,-161.1,3.724e+15,2.196e+15
3,0,38.7423,-91.1142,NaN,NaN,NaN,NaN,NaN,NaN,1.242e-09,1.212e-09,1.111e-09,1.056e-09,1.012e-09,9.591e-10,7.602e-10,6.779e-10,3.607e-10,1.791e-10,9.141e-11,6.826e-11,5.582e-11,4.707e-11,4.444e-11,4.496e-11,4.522e-11,3.624e-11,3.683e-11,3.937e-11,5.036e-11,3.848e-11,7.564e-11,2.099e-10,1020,1015,1010,1005,1000,990,983,980,970,960,945,925,900,875,850,825,800,770,740,700,660,626,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.108,0.1105,0.1186,0.127,0.1396,0.1569,0.1793,0.2004,0.2223,0.2452,0.2692,0.2955,0.3231,0.3613,0.3981,2.137,2.159,2.225,2.305,2.372,2.44,2.506,2.598,2.678,0.9332,-168.6,3.409e+15,1.849e+15
4,0,38.8629,-91.1398,NaN,NaN,NaN,NaN,NaN,NaN,1.531e-09,1.459e-09,1.232e-09,1.104e-09,1.036e-09,9.716e-10,7.738e-10,6.824e-10,3.698e-10,1.61e-10,8.129e-11,6.636e-11,5.646e-11,4.694e-11,4.686e-11,4.378e-11,4.514e-11,3.697e-11,3.664e-11,4e-11,5.138e-11,3.772e-11,7.179e-11,2.072e-10,1020,1015,1010,1005,1000,990,983.2,980,970,960,945,925,900,875,850,825,800,770,740,700,699,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.07389,0.0752,0.07937,0.08364,0.0901,0.09896,0.1104,0.1212,0.1323,0.1441,0.1563,0.1697,0.1838,0.2033,2.287,2.322,2.367,2.414,2.472,2.52,2.569,2.617,2.683,2.734,0.9426,-176.1,3.245e+15,1.835e+15
5,0,38.9835,-91.1654,NaN,NaN,NaN,NaN,NaN,NaN,1.131e-09,1.043e-09,8.975e-10,8.272e-10,7.805e-10,7.333e-10,6.21e-10,5.427e-10,3.118e-10,1.475e-10,7.554e-11,6.481e-11,5.629e-11,5.071e-11,4.645e-11,4.228e-11,4.352e-11,3.674e-11,3.644e-11,4.271e-11,5.452e-11,4.113e-11,6.626e-11,2.05e-10,1020,1015,1010,1005,1000,990,985.8,980,970,960,945,925,900,875,850,825,800,770,740,718,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.08375,0.0863,0.09073,0.09527,0.1021,0.1116,0.1238,0.1352,0.147,0.1595,0.1725,0.1867,0.2017,2.256,2.273,2.309,2.356,2.404,2.463,2.512,2.563,2.612,2.68,2.732,0.9677,176.7,2.604e+15,1.848e+15
6,0,39.1040,-91.1911,NaN,NaN,NaN,NaN,NaN,NaN,1.077e-09,9.884e-10,8.329e-10,7.626e-10,7.164e-10,6.722e-10,5.84e-10,5.021e-10,3.292e-10,1.356e-10,7.313e-11,6.455e-11,5.668e-11,5.25e-11,4.663e-11,4.193e-11,4.253e-11,3.643e-11,3.619e-11,4.819e-11,6.296e-11,4.679e-11,6.331e-11,2.044e-10,1020,1015,1010,1005,1000,990,985.7,980,970,960,945,925,900,875,850,825,800,770,740,724,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.09609,0.09889,0.1039,0.109,0.1168,0.1274,0.1412,0.154,0.1674,0.1815,0.1962,0.2122,0.2292,2.217,2.241,2.279,2.329,2.38,2.442,2.493,2.546,2.598,2.67,2.725,1.007,169.9,2.317e+15,1.903e+15
7,0,39.2245,-91.2168,NaN,NaN,NaN,NaN,NaN,NaN,1.109e-09,1.054e-09,8.835e-10,7.833e-10,7.304e-10,6.842e-10,6.059e-10,4.886e-10,3.474e-10,1.296e-10,7.175e-11,6.41e-11,5.686e-11,4.754e-11,4.517e-11,4.286e-11,4.306e-11,3.655e-11,3.568e-11,5.873e-11,7.775e-11,5.314e-11,6.093e-11,2.072e-10,1020,1015,1010,1005,1000,990,983.4,980,970,960,945,925,900,875,850,825,800,770,740,700,680,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1261,0.1283,0.135,0.1418,0.1521,0.1662,0.1844,0.2015,0.2194,0.2381,0.2576,0.279,0.3015,0.3326,2.167,2.19,2.247,2.306,2.377,2.436,2.496,2.555,2.637,2.704,1.06,163.7,3.007e+15,1.957e+15
8,0,39.3450,-91.2425,NaN,NaN,NaN,NaN,NaN,NaN,1.178e-09,1.144e-09,9.91e-10,8.97e-10,8.416e-10,7.902e-10,7.143e-10,5.173e-10,3.137e-10,1.355e-10,7.553e-11,6.376e-11,5.576e-11,4.772e-11,4.239e-11,4.059e-11,3.993e-11,3.517e-11,3.441e-11,6.966e-11,9.785e-11,6.186e-11,6.1e-11,2.069e-10,1020,1015,1010,1005,1000,990,982.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,604,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1896,0.1917,0.2009,0.2102,0.2245,0.244,0.2692,0.2928,0.3175,0.3433,0.3703,0.3999,0.4311,0.4741,0.5154,0.569,2.131,2.194,2.278,2.348,2.419,2.49,2.587,2.671,1.124,158.2,2.848e+15,2.111e+15
9,0,39.4655,-91.2683,NaN,NaN,NaN,NaN,NaN,NaN,1.622e-09,1.342e-09,1.072e-09,9.773e-10,9.048e-10,8.384e-10,7.393e-10,5.156e-10,2.597e-10,1.377e-10,8.296e-11,6.492e-11,5.563e-11,4.778e-11,4.212e-11,3.942e-11,3.416e-11,3.365e-11,3.348e-11,8.255e-11,1.13e-10,6.233e-11,6.156e-11,2.06e-10,1020,1015,1010,1005,1000,990,987.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,514,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1727,0.1801,0.1899,0.2001,0.2154,0.2364,0.2636,0.2889,0.3154,0.3431,0.3721,0.4038,0.4373,0.4834,0.5278,0.5853,0.6436,2.233,2.256,2.329,2.403,2.476,2.576,2.663,1.197,153.3,3.751e+15,2.113e+15
