ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,37.1458,-92.9046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.974e-10,6.434e-10,5.347e-10,4.761e-10,4.283e-10,3.398e-10,1.736e-10,1.049e-10,8.194e-11,6.89e-11,5.608e-11,4.543e-11,3.898e-11,4.956e-11,9.474e-11,9.493e-11,5.853e-11,4.629e-11,1.046e-10,1.473e-10,1.671e-10,1020,1015,1010,1005,1000,990,980,970,960,959.3,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,219,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.06979,0.0772,0.08784,0.1016,0.1151,0.1293,0.144,0.1595,0.1769,0.1953,0.2209,0.2465,0.2801,0.315,0.3576,0.3943,0.4325,0.4704,0.5248,3.917,3.955,3.239,-146.6,1.01e+15,9.082e+14
1,0,37.2575,-92.9645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.075e-09,1.069e-09,7.335e-10,6.092e-10,5.36e-10,4.749e-10,3.69e-10,1.836e-10,1.093e-10,8.27e-11,6.857e-11,5.585e-11,4.549e-11,3.9e-11,4.86e-11,9.031e-11,9.003e-11,6.181e-11,4.515e-11,9.532e-11,1.616e-10,1.629e-10,1020,1015,1010,1005,1000,990,980,970,960.3,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,201,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.08694,0.0871,0.09632,0.109,0.1253,0.1414,0.1581,0.1756,0.1939,0.2147,0.2365,0.2669,0.2972,0.3371,0.3785,0.429,0.4725,0.5177,0.5626,0.6271,3.935,3.937,3.23,-148.9,1.115e+15,8.796e+14
2,0,37.3691,-93.0248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.147e-09,1.07e-09,7.322e-10,6.187e-10,5.441e-10,4.755e-10,3.644e-10,1.771e-10,1.101e-10,8.345e-11,6.854e-11,5.55e-11,4.533e-11,3.877e-11,4.688e-11,8.367e-11,8.463e-11,6.696e-11,4.382e-11,8.686e-11,1.073e-10,1.594e-10,1020,1015,1010,1005,1000,990,980,970,963,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,249,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1061,0.1085,0.12,0.1358,0.1563,0.1763,0.1972,0.219,0.2418,0.2677,0.2949,0.3328,0.3706,0.4203,0.472,0.535,0.5892,0.6454,0.7015,0.7819,3.813,3.917,3.226,-151.1,7.554e+14,1.246e+15
3,0,37.4807,-93.0853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.048e-09,9.072e-10,6.565e-10,5.732e-10,5.108e-10,4.468e-10,3.357e-10,1.656e-10,1.078e-10,8.39e-11,6.872e-11,5.493e-11,4.482e-11,3.817e-11,4.475e-11,7.624e-11,7.946e-11,7.372e-11,4.276e-11,5.291e-11,8.122e-11,1.581e-10,1020,1015,1010,1005,1000,990,980,970,966.1,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,325,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1408,0.1473,0.1632,0.1849,0.213,0.2405,0.2692,0.2992,0.3305,0.366,0.4034,0.4554,0.5073,0.5756,0.6465,0.7331,0.8075,0.8846,0.9615,3.573,3.693,3.875,3.228,-153.4,7.118e+14,1.706e+15
4,0,37.5923,-93.1459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.829e-10,7.879e-10,6.149e-10,5.481e-10,4.917e-10,4.274e-10,3.098e-10,1.613e-10,1.087e-10,8.585e-11,6.936e-11,5.447e-11,4.416e-11,3.723e-11,4.246e-11,6.925e-11,7.719e-11,8.295e-11,6.212e-11,4.191e-11,7.632e-11,1.569e-10,1020,1015,1010,1005,1000,990,980,970,969.3,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,378,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1788,0.1911,0.2109,0.238,0.2732,0.3074,0.3432,0.3805,0.4196,0.4638,0.5104,0.5752,0.6399,0.725,0.8133,0.9212,1.014,1.11,3.355,3.436,3.632,3.834,3.235,-155.6,1.774e+15,1.961e+15
5,0,37.7038,-93.2068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.485e-10,9.1e-10,7.265e-10,6.024e-10,5.423e-10,4.841e-10,4.083e-10,2.817e-10,1.54e-10,1.097e-10,8.741e-11,7.015e-11,5.445e-11,4.383e-11,3.635e-11,4.018e-11,6.268e-11,7.839e-11,8.873e-11,9.17e-11,4.145e-11,7.227e-11,1.544e-10,1020,1015,1010,1005,1000,990,980,972.2,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,410,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2161,0.2196,0.2354,0.2591,0.2917,0.3339,0.3749,0.4177,0.4624,0.5092,0.5621,0.618,0.6956,0.773,0.8749,0.9806,1.11,1.22,3.166,3.2,3.351,3.567,3.789,3.247,-157.9,1.47e+15,2.214e+15
6,0,37.8153,-93.2680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.04e-10,8.364e-10,6.821e-10,5.914e-10,5.363e-10,4.718e-10,3.862e-10,2.558e-10,1.462e-10,1.089e-10,8.747e-11,7.066e-11,5.456e-11,4.368e-11,3.551e-11,3.764e-11,5.646e-11,7.114e-11,8.368e-11,1.023e-10,4.121e-11,7.025e-11,1.537e-10,1020,1015,1010,1005,1000,990,980,974.4,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,470,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.228,0.2355,0.2528,0.2789,0.3146,0.3609,0.4057,0.4526,0.5016,0.5528,0.6107,0.6719,0.7569,0.8417,0.9532,1.069,1.21,2.914,2.98,3.143,3.302,3.53,3.764,3.264,-160.1,2.562e+15,2.425e+15
7,0,37.9267,-93.3293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.916e-10,8.014e-10,6.571e-10,5.81e-10,5.307e-10,4.596e-10,3.672e-10,2.385e-10,1.415e-10,1.07e-10,8.663e-11,7.065e-11,5.477e-11,4.382e-11,3.506e-11,3.548e-11,5.141e-11,9.009e-11,9.849e-11,1.111e-10,4.106e-11,6.928e-11,1.522e-10,1020,1015,1010,1005,1000,990,980,976,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,428,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2163,0.2263,0.2433,0.2689,0.3039,0.3493,0.3933,0.4392,0.4873,0.5376,0.5944,0.6545,0.7378,0.821,0.9304,1.044,1.183,1.301,3.063,3.157,3.314,3.539,3.77,3.286,-162.3,2.963e+15,2.286e+15
8,0,38.0380,-93.3910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.808e-10,7.714e-10,6.411e-10,5.769e-10,5.315e-10,4.584e-10,3.595e-10,2.353e-10,1.401e-10,1.054e-10,8.596e-11,7.076e-11,5.533e-11,4.43e-11,3.495e-11,3.37e-11,4.797e-11,9.742e-11,1.191e-10,4.095e-11,6.507e-11,6.893e-11,1.516e-10,1020,1015,1010,1005,1000,990,980,977.5,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,287,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2308,0.2446,0.2634,0.2917,0.3305,0.3807,0.4294,0.4801,0.5333,0.5888,0.6517,0.7181,0.8104,0.9023,1.023,1.149,1.302,1.433,1.569,1.705,3.459,3.486,3.731,3.313,-164.4,1.587e+15,2.059e+15
9,0,38.1494,-93.4526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.02e-10,7.73e-10,6.479e-10,5.883e-10,5.444e-10,4.766e-10,3.696e-10,2.435e-10,1.411e-10,1.04e-10,8.52e-11,7.061e-11,5.572e-11,4.459e-11,3.479e-11,3.203e-11,4.583e-11,1.049e-10,1.261e-10,5.954e-11,4.081e-11,6.886e-11,1.509e-10,1020,1015,1010,1005,1000,990,980,978.4,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,366,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2501,0.2666,0.2867,0.3169,0.3583,0.4119,0.4638,0.518,0.5747,0.6339,0.7011,0.772,0.8704,0.9685,1.097,1.231,1.395,1.534,1.679,3.156,3.215,3.461,3.715,3.345,-166.6,2.875e+15,2.291e+15
