ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.2191,-90.7643,NaN,NaN,NaN,NaN,NaN,NaN,1.274e-09,1.221e-09,1.114e-09,1.071e-09,1.031e-09,9.863e-10,7.421e-10,6.206e-10,4.294e-10,1.029e-10,5.797e-11,4.712e-11,3.9e-11,3.074e-11,2.336e-11,1.482e-11,1.148e-11,1.327e-11,1.801e-11,1.852e-11,2.719e-11,2.853e-11,1.846e-11,5.483e-11,1020,1015,1010,1005,1000,990,984.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,454,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.0937,0.09681,0.1035,0.1104,0.1208,0.135,0.1535,0.1708,0.1888,0.2076,0.2273,0.2485,0.271,0.3017,0.3311,0.3691,0.4072,0.4516,2.198,2.202,2.253,2.299,2.363,2.412,0.9057,-128.6,-1.334e+15,7.628e+14
1,0,38.3392,-90.7972,NaN,NaN,NaN,NaN,NaN,NaN,2.052e-09,1.89e-09,1.688e-09,1.622e-09,1.563e-09,1.498e-09,8.857e-10,7.389e-10,5.751e-10,8.926e-11,5.779e-11,4.974e-11,4.23e-11,3.276e-11,2.537e-11,1.644e-11,1.278e-11,1.344e-11,1.542e-11,1.804e-11,2.656e-11,3.062e-11,2.052e-11,5.465e-11,1020,1015,1010,1005,1000,990,987.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,476,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.09684,0.1015,0.1082,0.1151,0.1254,0.1396,0.158,0.175,0.1927,0.2112,0.2305,0.2513,0.2733,0.3035,0.3324,0.3696,0.4069,0.4505,2.181,2.207,2.256,2.303,2.366,2.414,0.8383,-135.5,-1.599e+15,9.456e+14
2,0,38.4595,-90.8301,NaN,NaN,NaN,NaN,NaN,NaN,2.831e-09,2.603e-09,2.38e-09,2.304e-09,2.219e-09,2.007e-09,1.013e-09,8.183e-10,4.906e-10,9.752e-11,5.781e-11,4.952e-11,4.182e-11,3.186e-11,2.472e-11,1.619e-11,1.278e-11,1.314e-11,1.569e-11,1.743e-11,2.488e-11,3.134e-11,2.46e-11,5.517e-11,1020,1015,1010,1005,1000,990,988.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,468,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1048,0.1106,0.1174,0.1243,0.1348,0.1491,0.1676,0.1847,0.2025,0.2211,0.2405,0.2615,0.2836,0.314,0.343,0.3804,0.4179,0.4617,2.19,2.208,2.257,2.304,2.367,2.415,0.7851,-143.5,-1.66e+15,1.147e+15
3,0,38.5797,-90.8631,NaN,NaN,NaN,NaN,NaN,NaN,3.178e-09,2.902e-09,2.638e-09,2.549e-09,2.444e-09,2.081e-09,9.91e-10,8.148e-10,4.516e-10,1.369e-10,6.603e-11,5.009e-11,3.986e-11,2.911e-11,2.216e-11,1.438e-11,1.148e-11,1.219e-11,1.275e-11,1.63e-11,2.307e-11,3.17e-11,3.035e-11,5.854e-11,1020,1015,1010,1005,1000,990,989.4,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,492,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1306,0.1373,0.1446,0.1521,0.1634,0.1789,0.199,0.2175,0.2368,0.2569,0.2779,0.3007,0.3247,0.3575,0.3889,0.4293,0.4699,0.5173,2.144,2.187,2.239,2.288,2.356,2.408,0.7491,-152.4,-2.241e+15,1.378e+15
4,0,38.6999,-90.8962,NaN,NaN,NaN,NaN,NaN,NaN,1.906e-09,1.828e-09,1.67e-09,1.594e-09,1.511e-09,1.034e-09,6.395e-10,5.612e-10,3.848e-10,1.6e-10,7.714e-11,5.24e-11,3.947e-11,2.907e-11,2.117e-11,1.359e-11,1.103e-11,1.169e-11,1.176e-11,1.535e-11,2.108e-11,3.062e-11,3.349e-11,6.116e-11,1020,1015,1010,1005,1000,990,984.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,499,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.124,0.1274,0.1349,0.1426,0.1543,0.1702,0.1908,0.21,0.2299,0.2507,0.2724,0.296,0.3208,0.3548,0.3872,0.4291,0.471,0.52,2.129,2.179,2.232,2.283,2.353,2.407,0.7329,-161.9,-1.328e+15,1.008e+15
5,0,38.8200,-90.9293,NaN,NaN,NaN,NaN,NaN,NaN,1.928e-09,1.737e-09,1.505e-09,1.413e-09,1.319e-09,8.813e-10,7.147e-10,6.24e-10,4.668e-10,2.123e-10,1.005e-10,5.703e-11,3.934e-11,2.906e-11,2.075e-11,1.36e-11,1.151e-11,1.193e-11,1.482e-11,1.545e-11,1.949e-11,2.823e-11,3.424e-11,6.488e-11,1020,1015,1010,1005,1000,990,987.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,442,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1508,0.1558,0.1629,0.1701,0.1811,0.1961,0.2156,0.2336,0.2523,0.2719,0.2923,0.3144,0.3378,0.3697,0.4002,0.4394,0.4788,0.5247,0.5633,2.21,2.253,2.3,2.365,2.414,0.7377,-171.7,-1.281e+15,1.078e+15
6,0,38.9402,-90.9625,NaN,NaN,NaN,NaN,NaN,NaN,1.808e-09,1.661e-09,1.531e-09,1.475e-09,1.414e-09,9.636e-10,8.321e-10,6.934e-10,5.358e-10,2.722e-10,1.107e-10,5.604e-11,3.774e-11,2.791e-11,2.01e-11,1.342e-11,1.161e-11,1.208e-11,1.46e-11,1.707e-11,1.846e-11,2.674e-11,3.686e-11,6.98e-11,1020,1015,1010,1005,1000,990,989.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,416,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1516,0.1581,0.1652,0.1724,0.1834,0.1985,0.2179,0.2358,0.2545,0.2741,0.2945,0.3165,0.3398,0.3717,0.4021,0.4412,0.4804,0.5262,0.5647,2.24,2.257,2.304,2.369,2.416,0.7632,179,-1.338e+15,1.156e+15
7,0,39.0603,-90.9958,NaN,NaN,NaN,NaN,NaN,NaN,1.679e-09,1.593e-09,1.482e-09,1.431e-09,1.376e-09,1.146e-09,8.894e-10,7.297e-10,5.926e-10,2.461e-10,7.683e-11,4.866e-11,3.663e-11,2.78e-11,2.009e-11,1.345e-11,1.165e-11,1.223e-11,1.351e-11,1.448e-11,1.79e-11,2.591e-11,3.928e-11,7.356e-11,1020,1015,1010,1005,1000,990,987.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,470,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1365,0.1414,0.1484,0.1556,0.1664,0.1813,0.2006,0.2184,0.237,0.2564,0.2766,0.2986,0.3217,0.3535,0.3836,0.4225,0.4615,0.5069,2.186,2.206,2.256,2.304,2.369,2.418,0.8075,170.5,-8.693e+14,1.134e+15
8,0,39.1804,-91.0292,NaN,NaN,NaN,NaN,NaN,NaN,1.697e-09,1.628e-09,1.494e-09,1.43e-09,1.372e-09,1.227e-09,8.547e-10,6.738e-10,5.447e-10,1.277e-10,5.707e-11,4.462e-11,3.653e-11,2.827e-11,2.049e-11,1.366e-11,1.137e-11,1.175e-11,1.181e-11,1.322e-11,1.603e-11,2.291e-11,4.057e-11,7.682e-11,1020,1015,1010,1005,1000,990,985,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,498,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1369,0.1404,0.1473,0.1545,0.1653,0.1801,0.1992,0.2169,0.2354,0.2547,0.2749,0.2967,0.3198,0.3514,0.3814,0.4201,0.4589,0.5041,2.161,2.207,2.256,2.304,2.37,2.419,0.8676,163,-1.339e+15,1.09e+15
9,0,39.3006,-91.0626,NaN,NaN,NaN,NaN,NaN,NaN,1.975e-09,1.935e-09,1.812e-09,1.726e-09,1.634e-09,1.494e-09,1.033e-09,7.118e-10,5.344e-10,1.145e-10,5.124e-11,4.286e-11,3.626e-11,2.842e-11,2.037e-11,1.364e-11,1.123e-11,1.137e-11,1.153e-11,1.23e-11,1.506e-11,2.145e-11,4.108e-11,7.965e-11,1020,1015,1010,1005,1000,990,983.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,531,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1415,0.1437,0.1505,0.1575,0.1681,0.1826,0.2013,0.2187,0.2368,0.2558,0.2756,0.297,0.3197,0.3507,0.3801,0.418,0.4561,2.135,2.163,2.21,2.258,2.306,2.373,2.421,0.9406,156.6,-1.464e+15,1.191e+15
