ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.3013,-90.6378,NaN,NaN,NaN,NaN,NaN,NaN,1.91e-09,1.827e-09,1.715e-09,1.661e-09,1.616e-09,1.605e-09,1.459e-09,1.322e-09,1.24e-09,9.667e-10,6.547e-10,1.513e-10,8.004e-11,5.629e-11,4.721e-11,4.456e-11,4.631e-11,3.683e-11,3.819e-11,4.235e-11,4.235e-11,4.724e-11,1.263e-10,2.062e-10,1020,1015,1010,1005,1000,990,987,980,970,960,948,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3407,0.3548,0.3752,0.3962,0.4831,0.4897,0.5332,0.5894,0.6412,0.6952,0.7518,0.8108,0.8746,0.9419,1.034,1.123,1.237,1.352,1.486,1.597,1.708,1.816,1.963,2.108,0.764,-125,3.255e+15,3.968e+15
1,0,38.4213,-90.6731,NaN,NaN,NaN,NaN,NaN,NaN,2.424e-09,2.173e-09,1.928e-09,1.845e-09,1.84e-09,1.769e-09,1.432e-09,1.25e-09,1.144e-09,7.036e-10,3.085e-10,1.183e-10,7.313e-11,5.59e-11,4.695e-11,4.279e-11,4.362e-11,3.556e-11,3.814e-11,4.203e-11,4.203e-11,4.345e-11,1.199e-10,1.99e-10,1020,1015,1010,1005,1000,990,989.6,980,970,960,959,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3394,0.3584,0.3787,0.3996,0.4722,0.5018,0.5451,0.6012,0.6527,0.7064,0.7627,0.8214,0.8849,0.9518,1.044,1.132,1.245,1.36,1.493,1.603,1.714,1.82,1.967,2.111,0.6929,-133.1,2.225e+15,3.817e+15
2,0,38.5412,-90.7085,NaN,NaN,NaN,NaN,NaN,NaN,2.943e-09,2.663e-09,2.325e-09,2.295e-09,2.227e-09,2.14e-09,1.832e-09,1.443e-09,1.302e-09,7.834e-10,2.157e-10,1.01e-10,6.899e-11,5.541e-11,4.656e-11,4.203e-11,4.262e-11,3.526e-11,3.77e-11,4.084e-11,4.201e-11,4.092e-11,1.102e-10,1.947e-10,1020,1015,1010,1005,1000,990,987.6,980,970,967,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3441,0.3598,0.3809,0.3872,0.4025,0.4352,0.48,0.538,0.5914,0.6472,0.7055,0.7664,0.8322,0.9017,0.997,1.088,1.206,1.325,1.463,1.577,1.691,1.801,1.953,2.103,0.6388,-142.8,2.257e+15,3.847e+15
3,0,38.6610,-90.7440,NaN,NaN,NaN,NaN,NaN,NaN,2.566e-09,2.217e-09,1.879e-09,1.765e-09,1.675e-09,1.584e-09,1.155e-09,1.033e-09,6.723e-10,1.857e-10,9.43e-11,6.686e-11,5.472e-11,4.606e-11,4.097e-11,4.063e-11,3.488e-11,3.737e-11,3.946e-11,4.161e-11,3.974e-11,1.043e-10,1.902e-10,NaN,1020,1015,1010,1005,1000,990,989.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3601,0.3789,0.3998,0.4212,0.4537,0.4982,0.5557,0.6087,0.6639,0.7217,0.7821,0.8474,0.9163,1.011,1.101,1.218,1.335,1.472,1.585,1.698,1.808,1.958,2.106,NaN,0.606,-154,1.676e+15,3.454e+15
4,0,38.7809,-90.7795,NaN,NaN,NaN,NaN,NaN,NaN,2.332e-09,1.909e-09,1.558e-09,1.442e-09,1.404e-09,1.349e-09,1.246e-09,9.221e-10,7.489e-10,3.776e-10,1.534e-10,9.373e-11,6.651e-11,5.481e-11,4.567e-11,4.006e-11,3.893e-11,3.461e-11,3.713e-11,3.846e-11,4.216e-11,4.003e-11,9.615e-11,1.866e-10,1020,1015,1010,1005,1000,990,989.6,980,970,960,954,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.4587,0.4774,0.4973,0.5177,0.5297,0.5485,0.5908,0.6456,0.6959,0.7483,0.8032,0.8606,0.9226,0.988,1.078,1.164,1.274,1.386,1.516,1.623,1.73,1.834,1.977,2.117,0.5982,-165.9,7.552e+14,3.291e+15
5,0,38.9007,-90.8151,NaN,NaN,NaN,NaN,NaN,2.112e-09,2.001e-09,1.564e-09,1.241e-09,1.137e-09,1.071e-09,1.048e-09,9.52e-10,7.131e-10,6.043e-10,3.255e-10,1.253e-10,8.235e-11,6.385e-11,5.474e-11,4.58e-11,3.972e-11,3.783e-11,3.475e-11,3.684e-11,3.977e-11,4.939e-11,4.519e-11,8.108e-11,1.82e-10,1020,1015,1010,1005,1000,992.7,990,980,970,960,949,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.4478,0.4533,0.4728,0.4928,0.5133,0.5358,0.5443,0.5869,0.642,0.6925,0.7451,0.8002,0.8578,0.9201,0.9858,1.076,1.162,1.273,1.385,1.515,1.622,1.73,1.834,1.978,2.118,0.6163,-177.6,2.047e+15,2.88e+15
6,0,39.0205,-90.8508,NaN,NaN,NaN,NaN,NaN,NaN,1.152e-09,9.865e-10,8.446e-10,7.924e-10,7.829e-10,7.455e-10,6.928e-10,5.742e-10,4.933e-10,3.095e-10,1.164e-10,7.358e-11,6.328e-11,5.552e-11,4.618e-11,4.005e-11,3.78e-11,3.473e-11,3.638e-11,4.54e-11,6.35e-11,5.249e-11,7.068e-11,1.856e-10,1020,1015,1010,1005,1000,990,989.3,980,970,960,957,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3876,0.4063,0.427,0.4481,0.4543,0.4802,0.5241,0.581,0.6333,0.6879,0.7451,0.8048,0.8694,0.9376,1.031,1.121,1.236,1.352,1.487,1.598,1.71,1.818,1.967,2.112,0.6581,171.8,2.433e+15,2.269e+15
7,0,39.1404,-90.8867,NaN,NaN,NaN,NaN,NaN,NaN,1.059e-09,9.496e-10,7.933e-10,7.328e-10,6.985e-10,6.863e-10,6.384e-10,5.487e-10,4.72e-10,3.139e-10,1.272e-10,7.22e-11,6.272e-11,5.536e-11,4.637e-11,3.982e-11,3.608e-11,3.369e-11,3.619e-11,5.827e-11,8.725e-11,6.266e-11,6.794e-11,1.827e-10,1020,1015,1010,1005,1000,990,986.1,980,970,960,949,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3899,0.4022,0.4227,0.4438,0.4757,0.4845,0.5282,0.5847,0.637,0.6915,0.7486,0.8083,0.8728,0.941,1.034,1.124,1.239,1.355,1.49,1.601,1.712,1.821,1.969,2.113,0.7196,162.8,1.938e+15,2.264e+15
8,0,39.2602,-90.9226,NaN,NaN,NaN,NaN,NaN,NaN,1.06e-09,9.493e-10,8.19e-10,7.583e-10,7.153e-10,7.001e-10,6.725e-10,6.027e-10,5.099e-10,3.417e-10,1.439e-10,7.611e-11,6.312e-11,5.502e-11,4.653e-11,4.026e-11,3.629e-11,3.333e-11,3.533e-11,6.436e-11,9.69e-11,6.329e-11,6.49e-11,1.916e-10,1020,1015,1010,1005,1000,990,987.9,980,970,960,945,938,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3854,0.4012,0.4216,0.4425,0.4742,0.5154,0.5442,0.6004,0.6523,0.7063,0.763,0.8222,0.8863,0.954,1.047,1.136,1.25,1.365,1.499,1.609,1.719,1.827,1.975,2.117,0.7962,155.3,1.073e+15,2.394e+15
9,0,39.3799,-90.9586,NaN,NaN,NaN,NaN,NaN,1.545e-09,1.528e-09,1.328e-09,1.152e-09,1.061e-09,9.652e-10,9.025e-10,8.767e-10,7.814e-10,6.162e-10,3.299e-10,1.63e-10,8.213e-11,6.32e-11,5.432e-11,4.674e-11,4.049e-11,3.626e-11,3.352e-11,3.745e-11,7.637e-11,9.712e-11,5.724e-11,6.61e-11,1.89e-10,1020,1015,1010,1005,1000,990.9,990,980,970,960,945,931,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3754,0.3772,0.3971,0.4175,0.4384,0.4701,0.5354,0.549,0.6053,0.6571,0.7111,0.7677,0.8269,0.8909,0.9585,1.051,1.14,1.254,1.369,1.503,1.612,1.722,1.83,1.977,2.119,0.884,149.2,1.472e+15,2.749e+15
