ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.2159,-90.4803,NaN,NaN,NaN,NaN,NaN,1.851e-09,1.849e-09,1.69e-09,1.561e-09,1.502e-09,1.439e-09,1.372e-09,1.09e-09,9.816e-10,7.11e-10,1.127e-10,6.187e-11,4.676e-11,3.864e-11,3.039e-11,2.23e-11,1.426e-11,1.105e-11,1.281e-11,1.777e-11,2.559e-11,2.739e-11,2.136e-11,5.358e-11,NaN,1020,1015,1010,1005,1000,990.2,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,0.2125,0.2128,0.2251,0.2377,0.2506,0.2702,0.297,0.3317,0.3635,0.3966,0.4312,0.4673,0.5062,0.5472,0.6033,0.6569,0.7259,0.7949,0.8752,1.92,1.994,2.064,2.159,2.244,NaN,0.7646,-111.6,2.003e+15,1.611e+15
1,0,38.3354,-90.5179,NaN,NaN,NaN,NaN,NaN,NaN,2.522e-09,2.395e-09,2.247e-09,2.176e-09,2.095e-09,1.997e-09,1.319e-09,1.205e-09,9.919e-10,1.748e-10,6.945e-11,4.869e-11,3.843e-11,2.904e-11,2.212e-11,1.432e-11,1.116e-11,1.25e-11,1.685e-11,1.806e-11,2.524e-11,2.937e-11,2.301e-11,5.521e-11,1020,1015,1010,1005,1000,990,987.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,441,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2172,0.2272,0.2414,0.256,0.2779,0.3081,0.347,0.3832,0.421,0.4605,0.5017,0.546,0.5928,0.6569,0.718,0.7967,0.8755,0.9671,1.044,1.872,1.94,2.018,2.126,2.223,0.6718,-118.3,1.903e+15,2.08e+15
2,0,38.4550,-90.5555,NaN,NaN,NaN,NaN,NaN,NaN,4.009e-09,3.474e-09,2.936e-09,2.768e-09,2.611e-09,2.313e-09,1.401e-09,1.243e-09,9.812e-10,3.023e-10,9.683e-11,5.744e-11,4.066e-11,2.85e-11,2.195e-11,1.431e-11,1.119e-11,1.221e-11,1.508e-11,1.618e-11,2.45e-11,3.044e-11,2.499e-11,5.884e-11,1020,1015,1010,1005,1000,990,988.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,462,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.256,0.2682,0.2826,0.2973,0.3196,0.3502,0.3896,0.4259,0.4637,0.5032,0.5445,0.5889,0.6358,0.6999,0.761,0.8396,0.9184,1.01,1.837,1.858,1.939,2.017,2.125,2.223,0.5913,-127,5.205e+14,2.721e+15
3,0,38.5746,-90.5932,NaN,NaN,NaN,NaN,NaN,NaN,5.031e-09,4.242e-09,3.409e-09,3.16e-09,2.96e-09,2.68e-09,1.726e-09,1.221e-09,9e-10,4.113e-10,1.245e-10,6.247e-11,4.024e-11,2.767e-11,2.157e-11,1.418e-11,1.105e-11,1.18e-11,1.524e-11,1.551e-11,2.352e-11,3.113e-11,2.785e-11,6.335e-11,1020,1015,1010,1005,1000,990,988.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,453,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2728,0.2857,0.3017,0.318,0.3428,0.3767,0.4205,0.4608,0.5028,0.5467,0.5925,0.6419,0.694,0.7653,0.8331,0.9205,1.008,1.109,1.796,1.802,1.89,1.976,2.095,2.204,0.5285,-138.2,8.952e+14,3.233e+15
4,0,38.6942,-90.6311,NaN,NaN,NaN,NaN,NaN,4.345e-09,4.232e-09,3.51e-09,2.958e-09,2.778e-09,2.615e-09,2.17e-09,1.328e-09,9.786e-10,6.76e-10,3.435e-10,1.026e-10,5.51e-11,3.867e-11,2.792e-11,2.122e-11,1.389e-11,1.091e-11,1.146e-11,1.322e-11,1.502e-11,2.216e-11,3.207e-11,3.423e-11,6.715e-11,1020,1015,1010,1005,1000,991.7,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,473,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3287,0.3313,0.3468,0.3626,0.3789,0.4035,0.4371,0.4807,0.5206,0.5621,0.6055,0.6509,0.6997,0.7512,0.8218,0.8888,0.975,1.061,1.162,1.765,1.807,1.894,1.98,2.098,2.205,0.4904,-151.7,1.161e+15,3.254e+15
5,0,38.8137,-90.6690,NaN,NaN,NaN,NaN,NaN,3.644e-09,3.5e-09,2.853e-09,2.438e-09,2.296e-09,2.139e-09,1.39e-09,1.107e-09,9.896e-10,6.937e-10,3.621e-10,1.132e-10,5.516e-11,3.934e-11,2.943e-11,2.08e-11,1.348e-11,1.093e-11,1.144e-11,1.454e-11,2.065e-11,3.205e-11,3.843e-11,6.986e-11,NaN,1020,1015,1010,1005,1000,992.4,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,0.399,0.4027,0.4177,0.4332,0.4489,0.4729,0.5056,0.548,0.5867,0.627,0.6692,0.7132,0.7607,0.8107,0.8792,0.9442,1.028,1.111,1.738,1.822,1.907,1.99,2.105,2.209,NaN,0.4831,-166.4,1.849e+15,3.237e+15
6,0,38.9332,-90.7070,NaN,NaN,NaN,NaN,NaN,2.302e-09,2.236e-09,2.006e-09,1.841e-09,1.772e-09,1.644e-09,1.084e-09,9.932e-10,8.837e-10,6.957e-10,3.757e-10,1.181e-10,5.602e-11,3.826e-11,2.731e-11,1.938e-11,1.29e-11,1.096e-11,1.123e-11,1.16e-11,1.412e-11,1.892e-11,3.008e-11,3.877e-11,7.138e-11,1020,1015,1010,1005,1000,993,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,533,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3696,0.3743,0.39,0.4061,0.4226,0.4476,0.4818,0.526,0.5665,0.6087,0.6527,0.6987,0.7484,0.8007,0.8723,0.9402,1.028,1.115,1.653,1.712,1.8,1.887,1.974,2.094,2.203,0.5077,179.3,8.141e+14,2.645e+15
7,0,39.0527,-90.7452,NaN,NaN,NaN,NaN,NaN,NaN,1.89e-09,1.723e-09,1.597e-09,1.543e-09,1.481e-09,1.19e-09,1.006e-09,8.721e-10,6.529e-10,2.898e-10,8.889e-11,5.116e-11,3.766e-11,2.704e-11,1.916e-11,1.299e-11,1.224e-11,1.131e-11,1.198e-11,1.413e-11,1.853e-11,2.947e-11,3.983e-11,7.348e-11,1020,1015,1010,1005,1000,990,989.4,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,588,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.311,0.3266,0.3436,0.3611,0.3875,0.4237,0.4705,0.5135,0.5583,0.6051,0.6541,0.7068,0.7625,0.8387,0.9109,1.004,1.509,1.564,1.673,1.766,1.858,1.95,2.078,2.194,0.5601,167,1.104e+15,2.217e+15
8,0,39.1722,-90.7834,NaN,NaN,NaN,NaN,NaN,NaN,2.21e-09,1.948e-09,1.751e-09,1.684e-09,1.609e-09,1.461e-09,1.082e-09,8.606e-10,5.483e-10,1.902e-10,8.055e-11,5.106e-11,3.868e-11,2.721e-11,1.93e-11,1.315e-11,1.256e-11,1.152e-11,1.235e-11,1.401e-11,1.82e-11,2.85e-11,4.128e-11,7.56e-11,1020,1015,1010,1005,1000,990,989.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,592,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3492,0.3651,0.3822,0.3996,0.4261,0.4623,0.5091,0.5521,0.5969,0.6438,0.6928,0.7456,0.8013,0.8776,0.9497,1.043,1.504,1.565,1.674,1.766,1.858,1.95,2.078,2.194,0.6334,157.2,8.341e+14,2.464e+15
9,0,39.2917,-90.8217,NaN,NaN,NaN,NaN,NaN,2.293e-09,2.283e-09,2.115e-09,1.978e-09,1.918e-09,1.844e-09,1.661e-09,1.146e-09,8.573e-10,5.556e-10,1.297e-10,5.711e-11,4.306e-11,3.532e-11,2.733e-11,1.943e-11,1.695e-11,1.288e-11,1.08e-11,1.16e-11,1.243e-11,1.587e-11,2.434e-11,4.201e-11,7.752e-11,1020,1015,1010,1005,1000,990.6,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,643,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3686,0.3697,0.3865,0.4038,0.4214,0.4482,0.4849,0.5323,0.5759,0.6212,0.6686,0.7181,0.7716,0.828,0.9052,0.9781,1.398,1.462,1.557,1.667,1.76,1.853,1.945,2.074,2.192,0.7213,149.6,1.782e+15,2.691e+15
