ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.0568,-90.8352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.134e-10,5.87e-10,5.58e-10,5.336e-10,5.08e-10,4.761e-10,4.265e-10,3.414e-10,1.403e-10,6.249e-11,4.775e-11,4.301e-11,3.867e-11,3.149e-11,2.368e-11,1.485e-11,1.128e-11,1.366e-11,1.937e-11,2.641e-11,2.459e-11,1.784e-11,5.576e-11,1020,1015,1010,1005,1000,990,980,977.7,970,960,945,925,900,875,850,825,800,770,755,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1927,0.2032,0.217,0.2379,0.2665,0.3034,0.3399,0.3779,0.4175,0.459,0.5039,1.586,1.612,1.679,1.745,1.83,1.916,2.017,2.104,2.193,2.28,2.401,2.508,1.078,-126.2,1.213e+15,1.021e+15
1,0,38.1746,-90.8808,NaN,NaN,NaN,NaN,NaN,NaN,9.47e-10,9.336e-10,8.423e-10,7.988e-10,7.649e-10,7.279e-10,6.052e-10,5.052e-10,4.589e-10,3.572e-10,1.143e-10,6.006e-11,4.741e-11,3.871e-11,3.106e-11,2.353e-11,1.485e-11,1.148e-11,1.333e-11,1.886e-11,2.717e-11,2.765e-11,1.799e-11,5.553e-11,1020,1015,1010,1005,1000,990,981.4,980,970,960,945,925,900,875,868,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2425,0.2449,0.2615,0.2786,0.3043,0.3396,0.3851,0.4293,1.168,1.202,1.252,1.303,1.359,1.418,1.499,1.577,1.678,1.779,1.898,2,2.102,2.203,2.343,2.471,1.015,-132.2,-4.286e+14,1.554e+15
2,0,38.2924,-90.9265,NaN,NaN,NaN,NaN,NaN,NaN,1.55e-09,1.455e-09,1.277e-09,1.21e-09,1.203e-09,1.159e-09,1.106e-09,7.092e-10,5.754e-10,3.838e-10,9.284e-11,5.714e-11,4.821e-11,4.078e-11,3.218e-11,2.463e-11,1.58e-11,1.237e-11,1.337e-11,1.843e-11,2.678e-11,2.986e-11,1.967e-11,5.531e-11,1020,1015,1010,1005,1000,990,984.9,980,970,960,958,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3059,0.3157,0.3357,0.3564,0.7319,0.7594,0.8027,0.8585,0.9115,0.9666,1.024,1.084,1.15,1.219,1.313,1.403,1.52,1.637,1.775,1.891,2.007,2.122,2.282,2.432,0.9651,-138.9,4.928e+14,2.532e+15
3,0,38.4101,-90.9724,NaN,NaN,NaN,NaN,NaN,NaN,2.12e-09,1.937e-09,1.691e-09,1.595e-09,1.517e-09,1.369e-09,7.238e-10,5.421e-10,3.017e-10,9.349e-11,5.546e-11,4.813e-11,4.112e-11,3.571e-11,3.209e-11,2.427e-11,1.57e-11,1.252e-11,1.306e-11,1.774e-11,2.465e-11,3.033e-11,2.399e-11,5.534e-11,1020,1015,1010,1005,1000,990,986.9,980,970,960,945,925,900,875,850,825,800,770,740,717,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2598,0.2701,0.2854,0.3011,0.3248,0.3573,0.3992,0.438,0.4785,0.5207,0.5648,0.6125,0.6629,1.606,1.638,1.707,1.796,1.885,1.99,2.08,2.171,2.261,2.387,2.499,0.9299,-146.2,3.228e+15,1.759e+15
4,0,38.5278,-91.0184,NaN,NaN,NaN,NaN,NaN,NaN,2.522e-09,2.333e-09,2.106e-09,2.017e-09,1.925e-09,1.516e-09,7.253e-10,5.789e-10,3.02e-10,1.166e-10,5.933e-11,4.858e-11,4.028e-11,3.054e-11,2.239e-11,1.439e-11,1.26e-11,1.166e-11,1.216e-11,1.64e-11,2.229e-11,2.995e-11,2.821e-11,5.567e-11,1020,1015,1010,1005,1000,990,987.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,578,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1443,0.1499,0.1573,0.1649,0.1764,0.1921,0.2124,0.2312,0.2507,0.2712,0.2925,0.3156,0.3399,0.3733,0.4052,0.4462,2.237,2.255,2.313,2.366,2.419,2.472,2.545,2.6,0.9111,-154,8.549e+14,1.26e+15
5,0,38.6456,-91.0646,NaN,NaN,NaN,NaN,NaN,NaN,1.725e-09,1.614e-09,1.466e-09,1.401e-09,1.334e-09,9.216e-10,5.559e-10,4.769e-10,3.081e-10,1.467e-10,7.25e-11,5.211e-11,4.05e-11,3.011e-11,2.135e-11,1.376e-11,1.131e-11,1.138e-11,1.168e-11,1.522e-11,2.042e-11,2.855e-11,3e-11,5.792e-11,1020,1015,1010,1005,1000,990,987.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,547,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.08188,0.08485,0.08906,0.09336,0.09988,0.1088,0.1203,0.131,0.1421,0.1537,0.1659,0.179,0.1928,0.2118,0.2299,0.2532,0.2767,2.415,2.447,2.484,2.522,2.559,2.611,2.642,0.9098,-162,3.059e+14,8.069e+14
6,0,38.7633,-91.1110,NaN,NaN,NaN,NaN,NaN,NaN,1.373e-09,1.33e-09,1.203e-09,1.139e-09,1.079e-09,7.775e-10,5.994e-10,5.112e-10,3.936e-10,1.744e-10,8.742e-11,5.548e-11,3.988e-11,2.956e-11,2.095e-11,1.375e-11,1.162e-11,1.172e-11,1.194e-11,1.473e-11,1.923e-11,2.708e-11,3.184e-11,6.13e-11,1020,1015,1010,1005,1000,990,983.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,540,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.05366,0.05463,0.05767,0.0608,0.06552,0.07199,0.08035,0.08812,0.09621,0.1047,0.1135,0.1231,0.1332,0.147,0.1602,0.1772,0.1943,2.472,2.495,2.526,2.559,2.591,2.635,2.657,0.9261,-169.8,4.352e+14,6.858e+14
7,0,38.8810,-91.1574,NaN,NaN,NaN,NaN,NaN,NaN,1.387e-09,1.35e-09,1.217e-09,1.13e-09,1.073e-09,8.738e-10,6.547e-10,4.87e-10,3.814e-10,1.836e-10,7.981e-11,5.299e-11,3.907e-11,2.937e-11,2.105e-11,1.425e-11,1.228e-11,1.211e-11,1.222e-11,1.455e-11,1.802e-11,2.395e-11,3.28e-11,6.362e-11,1020,1015,1010,1005,1000,990,982.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,564,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.05723,0.05793,0.06041,0.06295,0.0668,0.07207,0.07889,0.08521,0.09179,0.09867,0.1059,0.1137,0.1219,0.1331,0.1438,0.1576,2.486,2.488,2.517,2.545,2.575,2.604,2.646,2.665,0.9591,-177.2,-7.327e+14,7.035e+14
8,0,38.9986,-91.2040,NaN,NaN,NaN,NaN,NaN,NaN,1.396e-09,1.341e-09,1.229e-09,1.163e-09,1.11e-09,9.488e-10,6.75e-10,4.899e-10,3.794e-10,1.592e-10,6.224e-11,4.773e-11,3.842e-11,2.93e-11,2.127e-11,1.451e-11,1.267e-11,1.205e-11,1.194e-11,1.396e-11,1.675e-11,2.2e-11,3.58e-11,6.909e-11,1020,1015,1010,1005,1000,990,984.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,573,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.09929,0.1011,0.1048,0.1086,0.1143,0.1222,0.1323,0.1417,0.1515,0.1617,0.1724,0.184,0.1962,0.2129,0.2288,0.2493,2.425,2.433,2.469,2.503,2.538,2.573,2.622,2.65,1.007,175.9,-1.397e+15,8.601e+14
9,0,39.1162,-91.2508,NaN,NaN,NaN,NaN,NaN,NaN,1.373e-09,1.311e-09,1.19e-09,1.122e-09,1.064e-09,9.295e-10,6.37e-10,4.686e-10,3.586e-10,1.085e-10,5.487e-11,4.599e-11,3.853e-11,2.948e-11,2.148e-11,1.477e-11,1.277e-11,1.203e-11,1.191e-11,1.339e-11,1.57e-11,2.045e-11,3.79e-11,7.42e-11,1020,1015,1010,1005,1000,990,985.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,574,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1925,0.196,0.2029,0.2099,0.2206,0.2352,0.2541,0.2716,0.2898,0.3088,0.3287,0.3502,0.3729,0.4041,0.4336,0.4716,2.275,2.289,2.343,2.391,2.441,2.49,2.56,2.609,1.068,169.8,-1.617e+15,1.145e+15
