ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.0704,-90.7675,1.783e-09,1.753e-09,1.723e-09,1.693e-09,1.663e-09,1.603e-09,1.543e-09,1.538e-09,1.483e-09,1.438e-09,1.395e-09,1.348e-09,1.271e-09,1.172e-09,1.033e-09,7.786e-10,1.024e-10,6.929e-11,5.649e-11,4.93e-11,4.78e-11,4.479e-11,3.463e-11,3.86e-11,4.386e-11,4.295e-11,5.212e-11,1.265e-10,2.124e-10,NaN,1020,1015,1010,1005,1000,990,980,979.3,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1309,0.139,0.148,0.1616,0.1802,0.2043,0.2275,0.2517,0.277,0.3034,0.3321,0.3625,0.4041,0.4443,0.4964,0.5489,0.6106,0.6619,0.7135,0.7634,0.8322,0.901,NaN,1.028,-123.6,2.121e+15,1.414e+15
1,0,38.1875,-90.8155,1.682e-09,1.64e-09,1.599e-09,1.557e-09,1.516e-09,1.433e-09,1.369e-09,1.35e-09,1.268e-09,1.218e-09,1.175e-09,1.116e-09,1.01e-09,9.179e-10,7.677e-10,4.666e-10,9.472e-11,6.795e-11,5.572e-11,4.872e-11,4.75e-11,4.414e-11,3.386e-11,3.856e-11,4.423e-11,4.315e-11,4.866e-11,1.16e-10,1.23e-10,2.166e-10,1020,1015,1010,1005,1000,990,982.4,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,284,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.08374,0.08506,0.09063,0.09636,0.105,0.1168,0.1322,0.1468,0.162,0.1779,0.1945,0.2126,0.2317,0.2579,0.2832,0.3159,0.349,0.3878,0.42,0.4524,0.4838,2.654,2.657,2.703,0.9625,-129.8,1.669e+15,1.496e+15
2,0,38.3047,-90.8637,2.068e-09,1.991e-09,1.914e-09,1.837e-09,1.76e-09,1.606e-09,1.537e-09,1.452e-09,1.307e-09,1.241e-09,1.185e-09,1.021e-09,8.812e-10,8.079e-10,5.86e-10,2.529e-10,9.603e-11,6.763e-11,5.535e-11,4.798e-11,4.668e-11,4.445e-11,3.404e-11,3.846e-11,4.351e-11,4.344e-11,4.488e-11,4.586e-11,1.177e-10,2.174e-10,1020,1015,1010,1005,1000,990,985.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,369,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.05523,0.05723,0.06083,0.06453,0.07011,0.07777,0.08767,0.09698,0.1067,0.1168,0.1274,0.139,0.1511,0.1679,0.184,0.2048,0.2259,0.2506,0.2711,0.2917,2.65,2.663,2.703,2.733,0.9102,-136.9,7.968e+14,1.453e+15
3,0,38.4218,-90.9120,2.893e-09,2.755e-09,2.618e-09,2.48e-09,2.342e-09,2.067e-09,1.983e-09,1.791e-09,1.538e-09,1.44e-09,1.361e-09,1.119e-09,8.936e-10,8.182e-10,4.95e-10,2.051e-10,8.919e-11,6.624e-11,5.545e-11,4.776e-11,4.624e-11,4.387e-11,3.366e-11,3.83e-11,4.236e-11,4.477e-11,4.396e-11,4.352e-11,1.066e-10,2.197e-10,1020,1015,1010,1005,1000,990,987.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,367,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.05538,0.05772,0.06108,0.06453,0.06974,0.07689,0.08613,0.09471,0.1036,0.113,0.1228,0.1334,0.1446,0.16,0.1748,0.194,0.2134,0.2361,0.255,0.2739,2.661,2.672,2.711,2.737,0.8736,-144.7,6.831e+14,1.405e+15
4,0,38.5388,-90.9605,3.379e-09,3.216e-09,3.054e-09,2.891e-09,2.728e-09,2.403e-09,2.332e-09,2.077e-09,1.782e-09,1.682e-09,1.596e-09,1.418e-09,1.072e-09,9.711e-10,5.426e-10,1.927e-10,9.388e-11,6.759e-11,5.561e-11,4.703e-11,4.447e-11,4.374e-11,3.451e-11,3.778e-11,4.04e-11,4.494e-11,4.131e-11,5.834e-11,9.758e-11,2.118e-10,1020,1015,1010,1005,1000,990,987.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,320,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.07348,0.07663,0.08068,0.08484,0.09113,0.09975,0.1109,0.1212,0.132,0.1433,0.1551,0.1679,0.1814,0.2,0.2178,0.241,0.2643,0.2917,0.3144,0.3372,0.3593,2.67,2.696,2.728,0.8544,-153,9.146e+14,1.396e+15
5,0,38.6558,-91.0092,2.452e-09,2.341e-09,2.231e-09,2.12e-09,2.01e-09,1.789e-09,1.723e-09,1.568e-09,1.363e-09,1.287e-09,1.227e-09,1.164e-09,8.912e-10,7.843e-10,4.177e-10,1.776e-10,9.603e-11,6.813e-11,5.538e-11,4.681e-11,4.412e-11,4.394e-11,3.512e-11,3.725e-11,3.879e-11,4.669e-11,3.984e-11,6.437e-11,8.516e-11,2.099e-10,1020,1015,1010,1005,1000,990,987.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,304,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.08302,0.08614,0.09058,0.09513,0.102,0.1115,0.1237,0.135,0.1468,0.1592,0.1721,0.1861,0.201,0.2213,0.2409,0.2663,0.2919,0.3219,0.3467,0.3716,0.3959,2.672,2.689,2.723,0.854,-161.5,3.179e+14,1.269e+15
6,0,38.7727,-91.0580,2.331e-09,2.22e-09,2.109e-09,1.998e-09,1.887e-09,1.665e-09,1.542e-09,1.443e-09,1.246e-09,1.166e-09,1.105e-09,1.038e-09,8.087e-10,7.223e-10,3.683e-10,1.587e-10,8.967e-11,6.724e-11,5.557e-11,4.658e-11,4.329e-11,4.412e-11,3.615e-11,3.674e-11,3.81e-11,4.753e-11,3.882e-11,7.75e-11,1.257e-10,2.055e-10,1020,1015,1010,1005,1000,990,984.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,237,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1485,0.1521,0.1598,0.1678,0.1799,0.1965,0.2179,0.2378,0.2586,0.2804,0.3031,0.3278,0.3539,0.3898,0.4243,0.4689,0.5139,0.5668,0.6104,0.6542,0.697,0.756,2.649,2.678,0.8723,-169.8,1e+15,1.319e+15
7,0,38.8897,-91.1069,1.932e-09,1.847e-09,1.761e-09,1.676e-09,1.59e-09,1.419e-09,1.319e-09,1.248e-09,1.083e-09,9.868e-10,9.32e-10,8.774e-10,7.138e-10,6.268e-10,3.355e-10,1.527e-10,7.806e-11,6.54e-11,5.624e-11,4.67e-11,4.32e-11,4.458e-11,3.69e-11,3.649e-11,4.006e-11,5.153e-11,3.853e-11,6.96e-11,8.321e-11,2.073e-10,1020,1015,1010,1005,1000,990,984.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,265,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1834,0.187,0.1954,0.204,0.2171,0.2351,0.2583,0.2798,0.3023,0.3259,0.3505,0.3773,0.4055,0.4444,0.4817,0.53,0.5787,0.6359,0.683,0.7304,0.7767,0.8405,2.619,2.671,0.9083,-177.6,4.098e+13,1.419e+15
8,0,39.0065,-91.1560,1.652e-09,1.575e-09,1.498e-09,1.421e-09,1.343e-09,1.189e-09,1.109e-09,1.035e-09,8.845e-10,8.085e-10,7.61e-10,7.149e-10,6.147e-10,5.371e-10,3.208e-10,1.564e-10,7.582e-11,6.519e-11,5.655e-11,4.66e-11,4.262e-11,4.406e-11,3.69e-11,3.647e-11,4.394e-11,5.64e-11,4.121e-11,6.515e-11,8.404e-11,2.07e-10,1020,1015,1010,1005,1000,990,985,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,260,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1306,0.1332,0.1384,0.1438,0.1519,0.1629,0.1773,0.1906,0.2045,0.219,0.2342,0.2508,0.2682,0.2922,0.3153,0.3451,0.3751,0.4104,0.4394,0.4686,0.4972,0.5366,2.684,2.714,0.9599,175.2,9.676e+14,1.055e+15
9,0,39.1234,-91.2054,1.652e-09,1.571e-09,1.489e-09,1.408e-09,1.327e-09,1.164e-09,1.075e-09,1.002e-09,8.414e-10,7.602e-10,7.123e-10,6.68e-10,5.842e-10,4.967e-10,3.334e-10,1.38e-10,7.393e-11,6.507e-11,5.704e-11,4.7e-11,4.275e-11,4.369e-11,3.671e-11,3.642e-11,5.112e-11,6.641e-11,4.585e-11,5.242e-11,6.262e-11,2.056e-10,1020,1015,1010,1005,1000,990,984.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,318,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1176,0.1196,0.124,0.1285,0.1354,0.1448,0.157,0.1682,0.18,0.1923,0.2052,0.2192,0.234,0.2544,0.2739,0.2991,0.3245,0.3545,0.379,0.4037,0.4279,2.668,2.695,2.726,1.025,169,1.809e+15,1.143e+15
