ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,AMFStrat,AMFTrop,BEHRAMFTrop,BEHRAMFTropVisOnly,BEHRAvgKernels-00,BEHRAvgKernels-01,BEHRAvgKernels-02,BEHRAvgKernels-03,BEHRAvgKernels-04,BEHRAvgKernels-05,BEHRAvgKernels-06,BEHRAvgKernels-07,BEHRAvgKernels-08,BEHRAvgKernels-09,BEHRAvgKernels-10,BEHRAvgKernels-11,BEHRAvgKernels-12,BEHRAvgKernels-13,BEHRAvgKernels-14,BEHRAvgKernels-15,BEHRAvgKernels-16,BEHRAvgKernels-17,BEHRAvgKernels-18,BEHRAvgKernels-19,BEHRAvgKernels-20,BEHRAvgKernels-21,BEHRAvgKernels-22,BEHRAvgKernels-23,BEHRAvgKernels-24,BEHRAvgKernels-25,BEHRAvgKernels-26,BEHRAvgKernels-27,BEHRAvgKernels-28,BEHRAvgKernels-29,BEHRColumnAmountNO2Trop,BEHRColumnAmountNO2TropVisOnly,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,CloudFraction,CloudPressure,CloudRadianceFraction,ColumnAmountNO2,ColumnAmountNO2Strat,ColumnAmountNO2Trop,ColumnAmountNO2TropStd,GLOBETerpres,Latcorn-00,Latcorn-01,Latcorn-02,Latcorn-03,Loncorn-00,Loncorn-01,Loncorn-02,Loncorn-03,MODISAlbedo,MODISCloud,RelativeAzimuthAngle,Row,SlantColumnAmountNO2,SolarAzimuthAngle,SolarZenithAngle,Swath,TerrainHeight,TerrainPressure,TerrainReflectivity,Time,ViewingAzimuthAngle,ViewingZenithAngle,XTrackQualityFlags,vcdQualityFlags
0,0,38.2896,-90.4888,2.222,0.9744,0.6517,0.6495,1.534e-30,1.534e-30,1.534e-30,1.534e-30,1.534e-30,0.07634,0.07636,0.6786,0.7092,0.7429,0.7775,0.8298,0.9013,0.9938,1.079,1.167,1.26,1.357,1.461,1.571,1.721,1.865,2.05,2.235,2.451,2.633,2.815,2.993,3.241,3.476,5.311e+15,5.33e+15,3.161e-09,3.049e-09,2.936e-09,2.823e-09,2.71e-09,2.573e-09,2.484e-09,2.469e-09,2.259e-09,2.082e-09,1.997e-09,1.897e-09,1.781e-09,1.353e-09,1.232e-09,1.032e-09,1.973e-10,7.35e-11,4.867e-11,3.826e-11,2.948e-11,2.194e-11,1.417e-11,1.103e-11,1.26e-11,1.718e-11,2.516e-11,2.818e-11,2.292e-11,5.502e-11,1020,1015,1010,1005,1000,994,990,989.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.04975,0.04977,0.4422,0.4622,0.4842,0.5067,0.5408,0.5874,0.6476,0.7031,0.7608,0.8212,0.8841,0.9521,1.024,1.122,1.215,1.336,1.457,1.597,1.716,1.834,1.951,2.112,2.265,0.005,994,0.021,7.542e+15,3.99e+15,3.552e+15,1.604e+15,989.3,38.19,38.26,38.39,38.31,-90.63,-90.31,-90.35,-90.68,0.02225,0,33.73,17,1.324e+16,-137.7,23.92,4.168e+04,148,994,0.035,6.113e+08,76,27.04,0,0
1,0,38.4082,-90.5314,2.223,0.9709,0.6355,0.6348,1.574e-30,1.574e-30,1.574e-30,1.574e-30,1.574e-30,1.574e-30,0.0933,0.695,0.7218,0.7564,0.7919,0.8456,0.9191,1.014,1.102,1.193,1.288,1.387,1.495,1.608,1.763,1.911,2.101,2.292,2.513,2.7,2.887,3.071,3.325,3.567,4.574e+15,4.579e+15,4.53e-09,4.331e-09,4.132e-09,3.933e-09,3.734e-09,3.336e-09,3.294e-09,3.249e-09,2.938e-09,2.591e-09,2.469e-09,2.349e-09,2.122e-09,1.346e-09,1.217e-09,9.939e-10,2.489e-10,8.467e-11,5.292e-11,3.906e-11,2.867e-11,2.202e-11,1.431e-11,1.117e-11,1.236e-11,1.652e-11,2.494e-11,2.994e-11,2.387e-11,5.72e-11,1020,1015,1010,1005,1000,990,989,987.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.05929,0.4417,0.4587,0.4807,0.5033,0.5374,0.584,0.6444,0.7,0.7579,0.8185,0.8817,0.9499,1.022,1.12,1.214,1.335,1.456,1.597,1.716,1.835,1.951,2.113,2.267,0.006,989,0.025,6.99e+15,3.997e+15,2.994e+15,1.569e+15,987.9,38.31,38.38,38.5,38.43,-90.68,-90.35,-90.39,-90.72,0.02135,0,33.94,17,1.27e+16,-138,23.99,4.168e+04,191,989,0.034,6.113e+08,75.97,27.04,0,0
2,0,38.5266,-90.5742,2.223,1.031,0.6024,0.6024,1.66e-30,1.66e-30,1.66e-30,1.66e-30,1.66e-30,1.66e-30,1.66e-30,0.6994,0.734,0.7709,0.8087,0.8659,0.9443,1.046,1.139,1.236,1.337,1.443,1.557,1.678,1.843,2,2.202,2.405,2.641,2.839,3.037,3.232,3.502,3.759,5.388e+15,5.388e+15,6.836e-09,6.456e-09,6.076e-09,5.695e-09,5.315e-09,4.771e-09,4.555e-09,4.522e-09,3.794e-09,3.14e-09,2.948e-09,2.787e-09,2.552e-09,1.51e-09,1.127e-09,7.73e-10,3.081e-10,1.041e-10,5.931e-11,4.103e-11,2.828e-11,2.195e-11,1.434e-11,1.121e-11,1.2e-11,1.589e-11,2.39e-11,3.133e-11,2.733e-11,6.132e-11,1020,1015,1010,1005,1000,993,990,989.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.4213,0.4421,0.4644,0.4871,0.5216,0.5688,0.6299,0.686,0.7444,0.8056,0.8693,0.9381,1.011,1.11,1.205,1.327,1.449,1.591,1.71,1.829,1.947,2.11,2.264,0,993,0,7.15e+15,4.003e+15,3.147e+15,1.474e+15,989.6,38.43,38.5,38.62,38.55,-90.72,-90.39,-90.44,-90.76,0.02424,0.002667,34.16,17,1.305e+16,-138.2,24.06,4.168e+04,156,993,0.044,6.113e+08,75.94,27.04,0,0
3,0,38.6451,-90.6171,2.224,1.039,0.6393,0.6387,1.564e-30,1.564e-30,1.564e-30,1.564e-30,1.564e-30,0.04453,0.7195,0.7205,0.7538,0.7879,0.8229,0.8759,0.9485,1.042,1.128,1.218,1.312,1.41,1.516,1.627,1.78,1.925,2.112,2.3,2.518,2.701,2.884,3.065,3.315,3.552,5.673e+15,5.679e+15,6.899e-09,6.516e-09,6.134e-09,5.752e-09,5.369e-09,4.749e-09,4.624e-09,4.605e-09,3.84e-09,3.217e-09,3.02e-09,2.85e-09,2.544e-09,1.5e-09,1.065e-09,7.463e-10,3.557e-10,1.177e-10,5.889e-11,3.903e-11,2.777e-11,2.149e-11,1.409e-11,1.103e-11,1.165e-11,1.538e-11,2.28e-11,3.191e-11,3.162e-11,6.492e-11,1020,1015,1010,1005,1000,992,990.3,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.02847,0.46,0.4606,0.4819,0.5038,0.5261,0.56,0.6064,0.6664,0.7215,0.7789,0.8389,0.9015,0.9691,1.04,1.138,1.231,1.35,1.47,1.61,1.727,1.844,1.959,2.119,2.271,0.003,992,0.012,7.499e+15,4.009e+15,3.49e+15,1.401e+15,990.3,38.55,38.62,38.74,38.67,-90.76,-90.43,-90.48,-90.81,0.02576,0,34.37,17,1.345e+16,-138.5,24.13,4.168e+04,170,992,0.044,6.113e+08,75.92,27.04,0,0
4,0,38.7637,-90.6601,2.225,1.07,0.8266,0.8225,1.21e-30,1.21e-30,1.21e-30,1.21e-30,1.21e-30,0.1808,0.7828,0.7853,0.8088,0.8329,0.8574,0.8947,0.9458,1.012,1.072,1.135,1.201,1.27,1.344,1.423,1.53,1.632,1.763,1.895,2.048,2.177,2.306,2.434,2.611,2.776,2.968e+15,2.982e+15,6.289e-09,5.908e-09,5.526e-09,5.144e-09,4.762e-09,4.214e-09,4.072e-09,3.998e-09,3.234e-09,2.728e-09,2.563e-09,2.39e-09,1.768e-09,1.197e-09,1.015e-09,7.18e-10,3.671e-10,1.082e-10,5.433e-11,3.877e-11,2.881e-11,2.108e-11,1.374e-11,1.094e-11,1.141e-11,1.469e-11,2.14e-11,3.237e-11,3.721e-11,6.959e-11,1020,1015,1010,1005,1000,993,991,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.1495,0.6471,0.6492,0.6686,0.6885,0.7088,0.7396,0.7818,0.8363,0.8864,0.9385,0.993,1.05,1.111,1.176,1.265,1.349,1.458,1.566,1.693,1.8,1.906,2.012,2.158,2.295,0.015,993,0.063,6.308e+15,4.015e+15,2.293e+15,1.482e+15,991,38.67,38.74,38.86,38.79,-90.8,-90.48,-90.52,-90.85,0.035,0,34.59,17,1.23e+16,-138.7,24.2,4.168e+04,163,993,0.044,6.113e+08,75.89,27.04,0,0
5,0,38.8822,-90.7033,2.226,1.069,0.8751,0.8689,1.143e-30,1.143e-30,1.143e-30,1.143e-30,1.143e-30,0.1708,0.7779,0.7844,0.8062,0.8285,0.8513,0.886,0.9334,0.9946,1.051,1.109,1.17,1.234,1.303,1.376,1.475,1.57,1.691,1.813,1.954,2.074,2.193,2.312,2.476,2.629,2.108e+15,2.123e+15,4.65e-09,4.39e-09,4.129e-09,3.868e-09,3.607e-09,3.389e-09,3.23e-09,3.085e-09,2.564e-09,2.205e-09,2.08e-09,1.907e-09,1.183e-09,1.05e-09,9.411e-10,6.651e-10,3.543e-10,1.162e-10,5.628e-11,3.927e-11,2.889e-11,2.026e-11,1.322e-11,1.094e-11,1.146e-11,1.433e-11,1.983e-11,3.124e-11,3.86e-11,7.036e-11,1020,1015,1010,1005,1000,996,992.9,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.1495,0.6807,0.6864,0.7055,0.725,0.745,0.7753,0.8168,0.8704,0.9195,0.9706,1.024,1.08,1.14,1.204,1.291,1.374,1.48,1.586,1.71,1.815,1.919,2.023,2.167,2.3,0.015,996,0.063,5.747e+15,4.022e+15,1.726e+15,1.275e+15,992.9,38.78,38.86,38.98,38.9,-90.85,-90.52,-90.56,-90.89,0.03859,0,34.8,17,1.17e+16,-138.9,24.27,4.168e+04,132,996,0.044,6.113e+08,75.86,27.04,0,0
6,0,39.0007,-90.7466,2.228,1.002,0.7819,0.7799,1.279e-30,1.279e-30,1.279e-30,1.279e-30,1.279e-30,0.08806,0.7138,0.7172,0.7432,0.7699,0.7972,0.8386,0.8953,0.9686,1.036,1.106,1.179,1.256,1.338,1.426,1.545,1.658,1.804,1.95,2.119,2.261,2.404,2.545,2.741,2.924,6.106e+14,6.121e+14,2.794e-09,2.679e-09,2.564e-09,2.45e-09,2.335e-09,2.195e-09,2.133e-09,2.105e-09,1.876e-09,1.714e-09,1.651e-09,1.581e-09,1.122e-09,9.931e-10,8.755e-10,6.622e-10,3.321e-10,1.073e-10,5.44e-11,3.819e-11,2.716e-11,1.92e-11,1.288e-11,1.108e-11,1.169e-11,1.401e-11,1.858e-11,2.975e-11,3.909e-11,7.224e-11,1020,1015,1010,1005,1000,994,991.3,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.06885,0.5581,0.5607,0.5811,0.602,0.6233,0.6557,0.7,0.7573,0.8099,0.8647,0.922,0.9818,1.046,1.115,1.208,1.296,1.41,1.524,1.657,1.768,1.88,1.99,2.143,2.286,0.007,994,0.029,4.504e+15,4.028e+15,4.763e+14,1.426e+15,991.3,38.9,38.98,39.1,39.02,-90.89,-90.56,-90.61,-90.94,0.03233,0,35.01,17,1.036e+16,-139.2,24.34,4.168e+04,153,994,0.042,6.113e+08,75.84,27.04,0,0
7,0,39.1192,-90.7900,2.227,0.9908,0.7039,0.7039,1.421e-30,1.421e-30,1.421e-30,1.421e-30,1.421e-30,1.421e-30,0.02364,0.6756,0.6996,0.7305,0.7622,0.8102,0.8759,0.9608,1.039,1.121,1.206,1.295,1.391,1.493,1.632,1.764,1.933,2.103,2.3,2.465,2.631,2.795,3.022,3.235,1.479e+15,1.479e+15,2.771e-09,2.657e-09,2.544e-09,2.43e-09,2.316e-09,2.088e-09,2.041e-09,2.039e-09,1.861e-09,1.694e-09,1.633e-09,1.564e-09,1.399e-09,1.058e-09,8.52e-10,5.83e-10,2.223e-10,8.031e-11,5.061e-11,3.821e-11,2.72e-11,1.936e-11,1.316e-11,1.155e-11,1.24e-11,1.421e-11,1.833e-11,2.839e-11,4.092e-11,7.515e-11,1020,1015,1010,1005,1000,990,988,987.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.01664,0.4756,0.4924,0.5142,0.5365,0.5703,0.6165,0.6763,0.7314,0.7888,0.8489,0.9116,0.9793,1.051,1.149,1.241,1.361,1.48,1.619,1.735,1.852,1.967,2.127,2.277,0.002,988,0.007,5.084e+15,4.034e+15,1.05e+15,1.552e+15,987.9,39.02,39.09,39.22,39.14,-90.94,-90.61,-90.65,-90.98,0.02812,0,35.22,17,1.093e+16,-139.4,24.41,4.168e+04,197,988,0.042,6.113e+08,75.81,27.04,0,0
8,0,39.2377,-90.8336,2.228,0.9931,0.7185,0.7182,1.392e-30,1.392e-30,1.392e-30,1.392e-30,1.392e-30,0.03639,0.6979,0.7244,0.7543,0.785,0.8315,0.8951,0.9774,1.053,1.132,1.215,1.301,1.394,1.492,1.627,1.754,1.918,2.082,2.273,2.432,2.591,2.75,2.97,3.176,NaN,2.226e+15,2.227e+15,2.602e-09,2.517e-09,2.432e-09,2.346e-09,2.261e-09,2.091e-09,2.074e-09,1.92e-09,1.777e-09,1.716e-09,1.652e-09,1.497e-09,1.037e-09,7.989e-10,5.788e-10,1.423e-10,5.963e-11,4.45e-11,3.596e-11,2.733e-11,1.959e-11,1.301e-11,1.1e-11,1.179e-11,1.297e-11,1.636e-11,2.464e-11,4.134e-11,7.656e-11,NaN,1020,1015,1010,1005,1000,990,989.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,0.02615,0.5014,0.5205,0.542,0.564,0.5974,0.6431,0.7023,0.7567,0.8134,0.8727,0.9346,1.002,1.072,1.169,1.26,1.378,1.496,1.633,1.747,1.862,1.976,2.134,2.282,NaN,0.003,990,0.011,5.65e+15,4.04e+15,1.61e+15,1.427e+15,989.1,39.14,39.21,39.33,39.26,-90.98,-90.65,-90.69,-91.02,0.02994,0,35.43,17,1.151e+16,-139.7,24.48,4.168e+04,185,990,0.042,6.113e+08,75.78,27.04,0,0
9,0,39.3561,-90.8773,2.229,0.9969,0.716,0.7134,1.397e-30,1.397e-30,1.397e-30,1.397e-30,1.397e-30,0.06637,0.06639,0.7239,0.7519,0.7818,0.8123,0.8586,0.922,1.004,1.079,1.158,1.24,1.326,1.419,1.517,1.651,1.778,1.941,2.104,2.294,2.452,2.611,2.769,2.988,3.192,1.617e+15,1.623e+15,2.994e-09,2.923e-09,2.853e-09,2.782e-09,2.711e-09,2.64e-09,2.57e-09,2.564e-09,2.429e-09,2.298e-09,2.207e-09,2.084e-09,1.867e-09,1.261e-09,9.003e-10,5.712e-10,1.166e-10,5.19e-11,4.15e-11,3.502e-11,2.786e-11,1.972e-11,1.309e-11,1.08e-11,1.135e-11,1.192e-11,1.509e-11,2.267e-11,4.199e-11,7.928e-11,1020,1015,1010,1005,1000,995,990,989.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.04752,0.04754,0.5184,0.5384,0.5598,0.5816,0.6148,0.6602,0.7189,0.7729,0.8292,0.8881,0.9495,1.016,1.086,1.182,1.273,1.39,1.506,1.642,1.756,1.869,1.983,2.139,2.286,0.005,995,0.02,5.207e+15,4.046e+15,1.161e+15,1.404e+15,989.6,39.26,39.33,39.45,39.38,-91.02,-90.69,-90.74,-91.07,0.02994,0,35.64,17,1.108e+16,-139.9,24.56,4.168e+04,140,995,0.042,6.113e+08,75.75,27.04,0,0
