ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.3232,-91.8519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91e-10,5.884e-10,5.419e-10,5.027e-10,4.755e-10,4.483e-10,4.096e-10,3.583e-10,2.781e-10,1.595e-10,6.224e-11,5.019e-11,4.073e-11,3.045e-11,2.119e-11,1.4e-11,1.164e-11,1.274e-11,1.56e-11,1.725e-11,1.944e-11,2.884e-11,5.724e-11,1020,1015,1010,1005,1000,990,985,980.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3148,0.3164,0.3431,0.3707,0.4122,0.4691,0.5426,0.6127,0.6858,0.7622,0.842,0.9299,1.023,1.15,1.275,1.436,1.6,1.795,1.961,2.131,2.301,2.542,2.785,1.759,-159.9,1.383e+15,1.259e+15
1,0,38.4436,-91.8736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.75e-10,7.47e-10,6.814e-10,6.42e-10,6.088e-10,5.703e-10,4.905e-10,3.997e-10,2.985e-10,1.825e-10,7.14e-11,5.257e-11,4.049e-11,3.022e-11,2.12e-11,1.415e-11,1.157e-11,1.202e-11,1.415e-11,1.616e-11,1.83e-11,2.743e-11,5.791e-11,1020,1015,1010,1005,1000,990,986,984.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3239,0.3353,0.362,0.3896,0.431,0.4878,0.5613,0.6311,0.7037,0.7797,0.8591,0.9465,1.039,1.166,1.289,1.45,1.613,1.807,1.971,2.14,2.309,2.548,2.789,1.743,-163.9,2.398e+15,1.433e+15
2,0,38.5640,-91.8952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.212e-10,8.606e-10,7.566e-10,7.091e-10,6.661e-10,6.101e-10,5.018e-10,3.985e-10,3.03e-10,1.72e-10,7.849e-11,5.352e-11,4.004e-11,3.015e-11,2.118e-11,1.426e-11,1.17e-11,1.186e-11,1.337e-11,1.538e-11,1.762e-11,2.731e-11,5.878e-11,1020,1015,1010,1005,1000,990,989,985.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3374,0.3525,0.3792,0.4067,0.448,0.5047,0.5779,0.6474,0.7197,0.7953,0.8743,0.9614,1.053,1.18,1.303,1.462,1.624,1.817,1.981,2.147,2.316,2.554,2.793,1.734,-167.9,2.614e+15,1.515e+15
3,0,38.6845,-91.9169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.085e-09,1.024e-09,9.132e-10,8.553e-10,7.938e-10,7.031e-10,5.211e-10,3.9e-10,2.799e-10,1.46e-10,7.502e-11,5.253e-11,4.021e-11,3.013e-11,2.136e-11,1.468e-11,1.203e-11,1.18e-11,1.253e-11,1.421e-11,1.627e-11,2.836e-11,6.234e-11,1020,1015,1010,1005,1000,990,987,985.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.01288,0.3415,0.3559,0.3825,0.4099,0.4512,0.5078,0.5811,0.6504,0.7228,0.7984,0.8774,0.9645,1.056,1.183,1.306,1.465,1.627,1.82,1.983,2.15,2.318,2.557,2.795,1.735,-172,1.588e+15,1.589e+15
4,0,38.8050,-91.9386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.117e-09,1.096e-09,9.723e-10,8.896e-10,8.182e-10,7.109e-10,5.066e-10,3.648e-10,2.564e-10,1.427e-10,6.975e-11,5.241e-11,4.113e-11,3.048e-11,2.163e-11,1.497e-11,1.227e-11,1.174e-11,1.232e-11,1.398e-11,1.59e-11,2.934e-11,6.53e-11,1020,1015,1010,1005,1000,990,983,981.8,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.327,0.3317,0.3585,0.386,0.4275,0.4843,0.5579,0.6279,0.7009,0.7773,0.857,0.945,1.038,1.166,1.29,1.45,1.614,1.809,1.973,2.141,2.311,2.552,2.792,1.743,-176,2.633e+15,1.512e+15
5,0,38.9255,-91.9602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.303e-09,1.292e-09,1.092e-09,9.515e-10,8.572e-10,7.21e-10,4.885e-10,3.442e-10,2.31e-10,1.402e-10,6.665e-11,5.264e-11,4.202e-11,3.084e-11,2.187e-11,1.518e-11,1.248e-11,1.168e-11,1.216e-11,1.388e-11,1.569e-11,3.021e-11,6.798e-11,1020,1015,1010,1005,1000,990,981,980.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.02324,0.409,0.4106,0.4367,0.4635,0.504,0.5595,0.6313,0.6996,0.7707,0.8452,0.9229,1.009,1.099,1.224,1.345,1.501,1.66,1.85,2.01,2.173,2.339,2.573,2.806,1.761,-179.9,2.668e+15,1.679e+15
6,0,39.0459,-91.9819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.326e-09,1.302e-09,1.137e-09,9.733e-10,8.784e-10,7.468e-10,4.795e-10,3.434e-10,2.128e-10,1.232e-10,6.657e-11,5.255e-11,4.195e-11,3.049e-11,2.18e-11,1.52e-11,1.247e-11,1.157e-11,1.183e-11,1.371e-11,1.554e-11,3.032e-11,7e-11,1020,1015,1010,1005,1000,990,980,979.1,978,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.473,0.4758,0.4964,0.5228,0.5626,0.6172,0.6878,0.7548,0.8246,0.8976,0.9739,1.058,1.147,1.269,1.387,1.541,1.696,1.882,2.038,2.198,2.36,2.589,2.817,1.786,176.2,2.156e+15,1.786e+15
7,0,39.1664,-92.0035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.395e-09,1.197e-09,1.036e-09,9.458e-10,8.411e-10,5.411e-10,3.575e-10,2.276e-10,1.125e-10,6.698e-11,5.15e-11,4.027e-11,2.944e-11,2.132e-11,1.489e-11,1.207e-11,1.139e-11,1.166e-11,1.374e-11,1.598e-11,2.951e-11,7.03e-11,1020,1015,1010,1005,1000,990,982,980,979.4,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.09037,0.09041,0.6142,0.6373,0.6624,0.7005,0.7526,0.8201,0.8838,0.9502,1.02,1.092,1.172,1.257,1.373,1.486,1.631,1.779,1.955,2.104,2.255,2.409,2.627,2.842,1.82,172.4,2.05e+15,2.174e+15
8,0,39.2868,-92.0252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.333e-09,1.323e-09,1.19e-09,1.088e-09,1.015e-09,8.726e-10,5.312e-10,3.546e-10,2.295e-10,1.129e-10,7.01e-11,4.934e-11,3.65e-11,2.724e-11,2.025e-11,1.433e-11,1.156e-11,1.109e-11,1.15e-11,1.374e-11,1.597e-11,2.732e-11,7.232e-11,1020,1015,1010,1005,1000,990,983,980.8,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1781,0.7138,0.7156,0.7393,0.7635,0.8003,0.8506,0.9157,0.9772,1.041,1.108,1.178,1.255,1.337,1.449,1.557,1.697,1.839,2.008,2.151,2.297,2.445,2.656,2.861,1.861,168.9,1.983e+15,2.434e+15
9,0,39.4072,-92.0469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.305e-09,1.273e-09,1.142e-09,1.055e-09,9.85e-10,8.23e-10,4.827e-10,3.35e-10,2.211e-10,1.148e-10,7.26e-11,4.85e-11,3.496e-11,2.621e-11,1.96e-11,1.398e-11,1.131e-11,1.095e-11,1.148e-11,1.391e-11,1.633e-11,2.626e-11,7.465e-11,1020,1015,1010,1005,1000,990,985,982.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.06968,0.5313,0.5376,0.5629,0.5887,0.6279,0.6815,0.7509,0.8165,0.8849,0.9565,1.031,1.114,1.201,1.321,1.437,1.586,1.739,1.92,2.073,2.228,2.386,2.611,2.832,1.909,165.4,3.27e+15,1.998e+15
