ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,38.1734,-90.7937,NaN,NaN,NaN,NaN,NaN,NaN,1.554e-09,1.538e-09,1.469e-09,1.424e-09,1.381e-09,1.324e-09,1.218e-09,1.123e-09,9.659e-10,6.449e-10,9.761e-11,8.706e-11,6.895e-11,5.599e-11,4.838e-11,4.741e-11,4.598e-11,3.525e-11,3.851e-11,4.392e-11,4.295e-11,4.943e-11,1.25e-10,2.146e-10,1020,1015,1010,1005,1000,990,982.2,980,970,960,945,925,900,875,850,825,800,790,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1157,0.1173,0.1247,0.1322,0.1436,0.1593,0.1795,0.1987,0.2186,0.2395,0.2614,1.853,1.871,1.898,1.936,1.974,2.024,2.074,2.134,2.185,2.238,2.286,2.353,2.408,0.9597,-128.3,1.496e+15,2.558e+15
1,0,38.2918,-90.8368,NaN,NaN,NaN,NaN,NaN,NaN,1.582e-09,1.504e-09,1.372e-09,1.312e-09,1.258e-09,1.114e-09,9.792e-10,9.042e-10,6.928e-10,3.159e-10,9.41e-11,6.736e-11,5.536e-11,5.173e-11,4.789e-11,4.703e-11,4.611e-11,3.496e-11,3.841e-11,4.365e-11,4.309e-11,4.647e-11,1.196e-10,2.156e-10,1020,1015,1010,1005,1000,990,985.7,980,970,960,945,925,900,875,850,825,800,770,740,721,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1341,0.1388,0.147,0.1554,0.1682,0.1857,0.2083,0.2294,0.2513,0.2743,0.2983,0.3242,0.3516,1.875,1.897,1.939,1.991,2.045,2.109,2.163,2.218,2.27,2.341,2.4,0.8998,-135.1,1.013e+15,2.332e+15
2,0,38.4102,-90.8800,NaN,NaN,NaN,NaN,NaN,NaN,2.176e-09,1.955e-09,1.718e-09,1.636e-09,1.558e-09,1.241e-09,1.048e-09,9.626e-10,5.831e-10,2.14e-10,9.108e-11,6.637e-11,5.535e-11,4.733e-11,4.582e-11,4.574e-11,4.616e-11,3.52e-11,3.818e-11,4.234e-11,4.337e-11,4.374e-11,1.114e-10,2.124e-10,1020,1015,1010,1005,1000,990,988.4,980,970,960,945,925,900,875,850,825,800,770,740,700,662,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.201,0.2105,0.2219,0.2337,0.2515,0.2759,0.3074,0.3365,0.3669,0.3986,0.4317,0.4676,0.5054,0.5573,1.762,1.765,1.834,1.904,1.986,2.055,2.124,2.19,2.281,2.362,0.8546,-142.8,2.962e+15,2.601e+15
3,0,38.5286,-90.9234,NaN,NaN,NaN,NaN,NaN,NaN,2.43e-09,2.145e-09,1.848e-09,1.747e-09,1.655e-09,1.443e-09,1.102e-09,1.003e-09,5.334e-10,2e-10,9.176e-11,6.716e-11,5.563e-11,4.697e-11,4.499e-11,4.558e-11,3.523e-11,3.793e-11,4.04e-11,4.456e-11,4.475e-11,4.159e-11,9.746e-11,2.14e-10,1020,1015,1010,1005,1000,990,988.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,402,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.273,0.2849,0.299,0.3134,0.3352,0.3651,0.4038,0.4395,0.4766,0.5155,0.5562,0.6001,0.6465,0.7101,0.7711,0.8498,0.9289,1.021,1.097,2.054,2.057,2.134,2.237,2.332,0.8264,-151.2,2.331e+15,2.778e+15
4,0,38.6470,-90.9669,NaN,NaN,NaN,NaN,NaN,NaN,1.771e-09,1.645e-09,1.469e-09,1.4e-09,1.344e-09,1.284e-09,9.887e-10,8.994e-10,5.148e-10,1.82e-10,9.485e-11,6.759e-11,5.503e-11,4.651e-11,4.383e-11,4.556e-11,3.62e-11,3.725e-11,3.853e-11,4.024e-11,4.527e-11,3.975e-11,8.845e-11,2.074e-10,1020,1015,1010,1005,1000,990,986.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,436,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2662,0.2758,0.29,0.3047,0.3268,0.3572,0.3964,0.4327,0.4705,0.51,0.5514,0.5961,0.6433,0.7081,0.7701,0.8502,0.9307,1.025,1.102,1.988,2.049,2.127,2.233,2.33,0.817,-160,3.157e+15,2.472e+15
5,0,38.7654,-91.0106,NaN,NaN,NaN,NaN,NaN,NaN,1.498e-09,1.444e-09,1.292e-09,1.223e-09,1.167e-09,1.101e-09,8.522e-10,7.298e-10,3.624e-10,1.722e-10,9.252e-11,6.794e-11,5.529e-11,4.633e-11,4.296e-11,4.455e-11,4.339e-11,3.663e-11,3.679e-11,3.761e-11,4.528e-11,3.854e-11,8.31e-11,2.027e-10,1020,1015,1010,1005,1000,990,983.4,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,603,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2618,0.2662,0.2792,0.2926,0.3128,0.3404,0.3762,0.4094,0.444,0.4802,0.5181,0.559,0.6023,0.6616,0.7184,0.7917,1.767,1.835,1.927,2.003,2.079,2.152,2.253,2.344,0.8271,-168.7,2.093e+15,2.276e+15
6,0,38.8838,-91.0544,NaN,NaN,NaN,NaN,NaN,NaN,1.458e-09,1.352e-09,1.165e-09,1.082e-09,1.024e-09,9.619e-10,7.579e-10,6.743e-10,3.48e-10,1.313e-10,7.794e-11,6.471e-11,5.575e-11,4.618e-11,4.206e-11,4.334e-11,3.691e-11,3.665e-11,3.64e-11,3.799e-11,4.749e-11,3.915e-11,7.285e-11,2.022e-10,1020,1015,1010,1005,1000,990,985.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,562,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2644,0.2703,0.2817,0.2933,0.311,0.3352,0.3665,0.3954,0.4255,0.4571,0.4901,0.5259,0.5636,0.6153,0.6648,0.7287,1.914,1.917,1.999,2.066,2.134,2.199,2.288,2.365,0.8561,-177.1,1.931e+15,2.116e+15
7,0,39.0022,-91.0983,NaN,NaN,NaN,NaN,NaN,NaN,1.112e-09,1.019e-09,8.848e-10,8.234e-10,7.794e-10,7.336e-10,6.231e-10,5.48e-10,3.149e-10,1.449e-10,7.458e-11,6.452e-11,5.62e-11,4.63e-11,4.193e-11,4.303e-11,3.662e-11,3.648e-11,3.624e-11,4.189e-11,5.394e-11,4.208e-11,6.61e-11,2.059e-10,1020,1015,1010,1005,1000,990,986.8,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,537,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.281,0.2886,0.3002,0.312,0.3299,0.3545,0.3862,0.4155,0.4461,0.4781,0.5116,0.5478,0.586,0.6385,0.6887,0.7534,0.8185,1.943,1.996,2.063,2.132,2.197,2.286,2.364,0.902,175.2,2.421e+15,1.971e+15
8,0,39.1206,-91.1424,NaN,NaN,NaN,NaN,NaN,NaN,1.069e-09,9.808e-10,8.326e-10,7.67e-10,7.227e-10,6.802e-10,5.939e-10,5.144e-10,3.352e-10,1.392e-10,7.303e-11,6.467e-11,5.679e-11,4.658e-11,4.19e-11,4.3e-11,4.002e-11,3.666e-11,3.615e-11,4.786e-11,6.175e-11,4.646e-11,6.239e-11,2.086e-10,1020,1015,1010,1005,1000,990,986,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,587,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2654,0.2713,0.2814,0.2917,0.3074,0.3288,0.3566,0.3823,0.409,0.437,0.4663,0.498,0.5315,0.5774,0.6213,0.6779,1.944,1.979,2.053,2.113,2.174,2.233,2.314,2.382,0.9626,168.4,2.409e+15,1.955e+15
9,0,39.2389,-91.1865,NaN,NaN,NaN,NaN,NaN,NaN,1.118e-09,1.068e-09,9.006e-10,8.015e-10,7.49e-10,7.03e-10,6.274e-10,5.076e-10,3.496e-10,1.32e-10,7.204e-11,6.382e-11,5.642e-11,4.724e-11,4.199e-11,4.098e-11,3.577e-11,3.56e-11,3.538e-11,5.85e-11,8.155e-11,5.754e-11,6.102e-11,2.061e-10,1020,1015,1010,1005,1000,990,983.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,533,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2682,0.2715,0.2819,0.2926,0.3089,0.3311,0.3599,0.3866,0.4144,0.4435,0.474,0.507,0.5418,0.5896,0.6352,0.6941,0.7533,1.997,2.041,2.104,2.167,2.227,2.309,2.379,1.035,162.5,1.303e+15,1.999e+15
