ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,37.9957,-91.1109,6.99e-10,6.757e-10,6.524e-10,6.292e-10,6.059e-10,5.593e-10,5.128e-10,4.937e-10,4.937e-10,4.663e-10,4.244e-10,4.001e-10,3.791e-10,3.564e-10,3.265e-10,2.891e-10,1.493e-10,6.605e-11,4.913e-11,3.962e-11,3.261e-11,2.42e-11,1.511e-11,1.173e-11,1.403e-11,2.008e-11,2.582e-11,2.288e-11,1.885e-11,5.657e-11,1020,1015,1010,1005,1000,990,980,976,976,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2953,0.7816,0.7949,0.8174,0.8512,0.8975,0.9573,1.016,1.077,1.14,1.207,1.28,1.356,1.462,1.565,1.697,1.832,1.991,2.128,2.266,2.403,2.595,2.781,1.303,-134.4,5.631e+14,1.725e+15
1,0,38.1118,-91.1618,1.125e-09,1.072e-09,1.019e-09,9.661e-10,9.131e-10,8.072e-10,7.012e-10,6.871e-10,6.056e-10,5.957e-10,5.171e-10,4.824e-10,4.544e-10,4.101e-10,3.662e-10,3.01e-10,1.352e-10,6.366e-11,4.903e-11,3.984e-11,3.24e-11,2.378e-11,1.495e-11,1.193e-11,1.376e-11,1.954e-11,2.613e-11,2.572e-11,1.955e-11,5.663e-11,1020,1015,1010,1005,1000,990,980,978.7,971,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3167,0.6651,0.6675,0.6914,0.7273,0.7765,0.8401,0.902,0.9663,1.034,1.104,1.181,1.262,1.373,1.482,1.622,1.764,1.931,2.074,2.219,2.363,2.565,2.762,1.261,-139.7,4.176e+14,1.71e+15
2,0,38.2278,-91.2129,1.548e-09,1.473e-09,1.399e-09,1.324e-09,1.25e-09,1.101e-09,9.523e-10,9.476e-10,8.076e-10,7.2e-10,6.924e-10,6.745e-10,6.361e-10,4.916e-10,4.002e-10,2.84e-10,1.246e-10,6.14e-11,4.895e-11,4.051e-11,3.223e-11,2.352e-11,1.5e-11,1.22e-11,1.338e-11,1.85e-11,2.468e-11,2.75e-11,2.252e-11,5.654e-11,1020,1015,1010,1005,1000,990,980,979.7,970,960,951,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3423,0.3645,0.3879,0.7732,0.7881,0.8377,0.9017,0.962,1.025,1.09,1.159,1.234,1.313,1.422,1.527,1.664,1.802,1.965,2.104,2.245,2.385,2.582,2.772,1.231,-145.4,-6.37e+14,1.955e+15
3,0,38.3437,-91.2642,1.653e-09,1.589e-09,1.526e-09,1.462e-09,1.398e-09,1.27e-09,1.162e-09,1.142e-09,1.018e-09,9.502e-10,9.183e-10,9.027e-10,8.333e-10,5.711e-10,4.147e-10,2.749e-10,1.328e-10,6.55e-11,5.059e-11,4.049e-11,3.148e-11,2.265e-11,1.457e-11,1.189e-11,1.266e-11,1.716e-11,2.221e-11,2.712e-11,2.612e-11,5.66e-11,1020,1015,1010,1005,1000,990,981.6,980,970,960,950,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.353,0.3567,0.3795,0.4029,0.788,0.8005,0.85,0.914,0.974,1.037,1.102,1.17,1.245,1.324,1.432,1.537,1.673,1.81,1.972,2.11,2.25,2.39,2.586,2.775,1.214,-151.3,-1.1e+14,2.243e+15
4,0,38.4597,-91.3157,1.752e-09,1.693e-09,1.633e-09,1.573e-09,1.513e-09,1.394e-09,1.31e-09,1.274e-09,1.16e-09,1.096e-09,1.052e-09,1.045e-09,8.794e-10,5.678e-10,4.444e-10,3.01e-10,1.606e-10,7.601e-11,5.377e-11,4.044e-11,3.054e-11,2.158e-11,1.406e-11,1.145e-11,1.197e-11,1.574e-11,1.99e-11,2.502e-11,2.719e-11,5.69e-11,1020,1015,1010,1005,1000,990,983.1,980,970,960,947,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3692,0.3761,0.3986,0.4216,0.8327,0.8377,0.8865,0.9497,1.009,1.07,1.135,1.202,1.276,1.354,1.46,1.564,1.697,1.832,1.992,2.128,2.265,2.403,2.596,2.782,1.21,-157.3,1.188e+15,2.456e+15
5,0,38.5757,-91.3674,1.486e-09,1.437e-09,1.388e-09,1.339e-09,1.29e-09,1.192e-09,1.152e-09,1.095e-09,1.001e-09,9.551e-10,9.522e-10,9.117e-10,7.296e-10,5.235e-10,4.255e-10,3.066e-10,1.734e-10,8.311e-11,5.538e-11,4.069e-11,3.042e-11,2.116e-11,1.389e-11,1.139e-11,1.166e-11,1.476e-11,1.862e-11,2.372e-11,2.694e-11,5.724e-11,1020,1015,1010,1005,1000,990,986,980,970,960,959,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3724,0.3854,0.4076,0.4304,0.8346,0.8677,0.9161,0.9786,1.037,1.098,1.162,1.228,1.301,1.378,1.484,1.585,1.717,1.851,2.008,2.142,2.278,2.414,2.604,2.787,1.22,-163.3,1.061e+15,2.42e+15
6,0,38.6916,-91.4192,1.495e-09,1.439e-09,1.384e-09,1.329e-09,1.274e-09,1.163e-09,1.112e-09,1.052e-09,9.444e-10,9.057e-10,8.896e-10,8.412e-10,7.232e-10,5.415e-10,4.08e-10,3.111e-10,1.709e-10,8.06e-11,5.412e-11,4.03e-11,3.024e-11,2.1e-11,1.398e-11,1.161e-11,1.178e-11,1.4e-11,1.715e-11,2.148e-11,2.773e-11,5.817e-11,1020,1015,1010,1005,1000,990,985.4,980,970,963,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.36,0.3722,0.3949,0.7804,0.7877,0.8238,0.8731,0.937,0.9967,1.059,1.124,1.192,1.266,1.345,1.453,1.557,1.691,1.827,1.988,2.124,2.262,2.4,2.595,2.781,1.242,-169.1,1.957e+15,2.329e+15
7,0,38.8075,-91.4712,1.703e-09,1.635e-09,1.567e-09,1.499e-09,1.43e-09,1.294e-09,1.204e-09,1.157e-09,1.022e-09,9.421e-10,9.143e-10,8.832e-10,7.858e-10,5.72e-10,3.931e-10,2.978e-10,1.565e-10,7.027e-11,5.157e-11,4.017e-11,3.006e-11,2.11e-11,1.421e-11,1.169e-11,1.17e-11,1.357e-11,1.612e-11,1.984e-11,2.953e-11,6.065e-11,1020,1015,1010,1005,1000,990,983.6,980,970,960,953,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.4179,0.4258,0.4481,0.4709,0.846,0.8653,0.9138,0.9765,1.035,1.096,1.16,1.227,1.3,1.377,1.484,1.586,1.718,1.851,2.009,2.143,2.278,2.414,2.605,2.788,1.277,-174.6,1.36e+15,2.388e+15
8,0,38.9233,-91.5234,1.639e-09,1.576e-09,1.513e-09,1.45e-09,1.387e-09,1.262e-09,1.169e-09,1.136e-09,1.01e-09,9.281e-10,9.198e-10,8.676e-10,7.671e-10,5.348e-10,3.699e-10,2.754e-10,1.292e-10,6.026e-11,4.943e-11,4.049e-11,3.011e-11,2.147e-11,1.477e-11,1.2e-11,1.166e-11,1.325e-11,1.534e-11,1.853e-11,3.215e-11,6.573e-11,1020,1015,1010,1005,1000,990,982.8,980,970,960,958,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.461,0.467,0.4889,0.5113,0.8747,0.9051,0.9528,1.014,1.072,1.132,1.195,1.261,1.333,1.409,1.514,1.614,1.743,1.875,2.03,2.161,2.294,2.427,2.615,2.794,1.324,-179.8,2.248e+14,2.411e+15
9,0,39.0391,-91.5757,1.802e-09,1.725e-09,1.647e-09,1.569e-09,1.491e-09,1.335e-09,1.212e-09,1.18e-09,1.024e-09,9.193e-10,8.905e-10,8.488e-10,7.407e-10,4.939e-10,3.499e-10,2.465e-10,1.037e-10,5.922e-11,4.988e-11,4.122e-11,3.036e-11,2.177e-11,1.516e-11,1.229e-11,1.179e-11,1.292e-11,1.477e-11,1.765e-11,3.373e-11,6.988e-11,1020,1015,1010,1005,1000,990,982.2,980,970,960,954,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.5863,0.5915,0.6157,0.6404,0.7117,0.7346,0.7861,0.8527,0.9149,0.9798,1.048,1.118,1.196,1.278,1.391,1.498,1.638,1.779,1.945,2.086,2.228,2.37,2.571,2.765,1.381,175.3,3.639e+13,2.136e+15
