ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,AMFStrat,AMFTrop,BEHRAMFTrop,BEHRAMFTropVisOnly,BEHRAvgKernels-00,BEHRAvgKernels-01,BEHRAvgKernels-02,BEHRAvgKernels-03,BEHRAvgKernels-04,BEHRAvgKernels-05,BEHRAvgKernels-06,BEHRAvgKernels-07,BEHRAvgKernels-08,BEHRAvgKernels-09,BEHRAvgKernels-10,BEHRAvgKernels-11,BEHRAvgKernels-12,BEHRAvgKernels-13,BEHRAvgKernels-14,BEHRAvgKernels-15,BEHRAvgKernels-16,BEHRAvgKernels-17,BEHRAvgKernels-18,BEHRAvgKernels-19,BEHRAvgKernels-20,BEHRAvgKernels-21,BEHRAvgKernels-22,BEHRAvgKernels-23,BEHRAvgKernels-24,BEHRAvgKernels-25,BEHRAvgKernels-26,BEHRAvgKernels-27,BEHRAvgKernels-28,BEHRAvgKernels-29,BEHRColumnAmountNO2Trop,BEHRColumnAmountNO2TropVisOnly,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,CloudFraction,CloudPressure,CloudRadianceFraction,ColumnAmountNO2,ColumnAmountNO2Strat,ColumnAmountNO2Trop,ColumnAmountNO2TropStd,GLOBETerpres,Latcorn-00,Latcorn-01,Latcorn-02,Latcorn-03,Loncorn-00,Loncorn-01,Loncorn-02,Loncorn-03,MODISAlbedo,MODISCloud,RelativeAzimuthAngle,Row,SlantColumnAmountNO2,SolarAzimuthAngle,SolarZenithAngle,Swath,TerrainHeight,TerrainPressure,TerrainReflectivity,Time,ViewingAzimuthAngle,ViewingZenithAngle,XTrackQualityFlags,vcdQualityFlags
0,0,38.2159,-90.4803,2.113,0.6362,0.3731,1.327,2.68e-30,2.68e-30,2.68e-30,2.68e-30,2.68e-30,0.5697,0.5703,0.6032,0.637,0.6717,0.7242,0.7961,0.8889,0.9742,1.063,1.156,1.252,1.357,1.467,1.617,1.761,1.945,2.13,2.346,5.147,5.343,5.531,5.787,6.013,NaN,NaN,NaN,2.323e-09,2.244e-09,2.165e-09,2.086e-09,2.007e-09,1.851e-09,1.849e-09,1.69e-09,1.561e-09,1.502e-09,1.439e-09,1.372e-09,1.09e-09,9.816e-10,7.11e-10,1.127e-10,6.187e-11,4.676e-11,3.864e-11,3.039e-11,2.23e-11,1.426e-11,1.105e-11,1.281e-11,1.777e-11,2.559e-11,2.739e-11,2.136e-11,5.358e-11,NaN,1020,1015,1010,1005,1000,990.2,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,0.2125,0.2128,0.2251,0.2377,0.2506,0.2702,0.297,0.3317,0.3635,0.3966,0.4312,0.4673,0.5062,0.5472,0.6033,0.6569,0.7259,0.7949,0.8752,1.92,1.994,2.064,2.159,2.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,990.2,38.13,38.18,38.3,38.26,-90.59,-90.33,-90.37,-90.63,0.02177,0.005714,29.02,27,NaN,-128.6,23.37,4.189e+04,167,992,0.036,6.126e+08,80.37,5.536,177,0
1,0,38.3354,-90.5179,2.112,0.7262,0.3686,1.169,2.713e-30,2.713e-30,2.713e-30,2.713e-30,2.713e-30,2.713e-30,0.5892,0.6163,0.6548,0.6943,0.754,0.8357,0.9413,1.04,1.142,1.249,1.361,1.481,1.608,1.782,1.948,2.161,2.375,2.623,2.832,5.078,5.262,5.475,5.768,6.031,NaN,NaN,3.109e-09,3.02e-09,2.931e-09,2.841e-09,2.752e-09,2.573e-09,2.522e-09,2.395e-09,2.247e-09,2.176e-09,2.095e-09,1.997e-09,1.319e-09,1.205e-09,9.919e-10,1.748e-10,6.945e-11,4.869e-11,3.843e-11,2.904e-11,2.212e-11,1.432e-11,1.116e-11,1.25e-11,1.685e-11,1.806e-11,2.524e-11,2.937e-11,2.301e-11,5.521e-11,1020,1015,1010,1005,1000,990,987.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,441,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2172,0.2272,0.2414,0.256,0.2779,0.3081,0.347,0.3832,0.421,0.4605,0.5017,0.546,0.5928,0.6569,0.718,0.7967,0.8755,0.9671,1.044,1.872,1.94,2.018,2.126,2.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,987.2,38.25,38.3,38.42,38.37,-90.63,-90.37,-90.4,-90.67,0.01864,0,29.27,27,NaN,-128.9,23.42,4.189e+04,257,981,0.046,6.126e+08,80.35,5.536,177,0
2,0,38.4550,-90.5555,2.112,0.7444,0.3954,1.155,2.529e-30,2.529e-30,2.529e-30,2.529e-30,2.529e-30,2.529e-30,0.6474,0.6782,0.7145,0.7518,0.8082,0.8855,0.9853,1.077,1.173,1.273,1.377,1.489,1.608,1.77,1.924,2.123,2.322,2.554,4.645,4.697,4.902,5.101,5.375,5.62,NaN,NaN,5.965e-09,5.654e-09,5.342e-09,5.031e-09,4.72e-09,4.097e-09,4.009e-09,3.474e-09,2.936e-09,2.768e-09,2.611e-09,2.313e-09,1.401e-09,1.243e-09,9.812e-10,3.023e-10,9.683e-11,5.744e-11,4.066e-11,2.85e-11,2.195e-11,1.431e-11,1.119e-11,1.221e-11,1.508e-11,1.618e-11,2.45e-11,3.044e-11,2.499e-11,5.884e-11,1020,1015,1010,1005,1000,990,988.7,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,462,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.256,0.2682,0.2826,0.2973,0.3196,0.3502,0.3896,0.4259,0.4637,0.5032,0.5445,0.5889,0.6358,0.6999,0.761,0.8396,0.9184,1.01,1.837,1.858,1.939,2.017,2.125,2.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,988.7,38.37,38.42,38.54,38.49,-90.67,-90.4,-90.44,-90.71,0.02362,0,29.52,27,NaN,-129.2,23.48,4.189e+04,210,987,0.046,6.126e+08,80.34,5.536,177,0
3,0,38.5746,-90.5932,2.11,0.8332,0.4147,1.014,2.411e-30,2.411e-30,2.411e-30,2.411e-30,2.411e-30,2.411e-30,0.6579,0.6889,0.7274,0.7669,0.8266,0.9083,1.014,1.111,1.212,1.318,1.429,1.548,1.673,1.845,2.009,2.22,2.43,2.675,4.33,4.344,4.558,4.766,5.052,5.314,NaN,NaN,8.131e-09,7.645e-09,7.158e-09,6.672e-09,6.186e-09,5.214e-09,5.031e-09,4.242e-09,3.409e-09,3.16e-09,2.96e-09,2.68e-09,1.726e-09,1.221e-09,9e-10,4.113e-10,1.245e-10,6.247e-11,4.024e-11,2.767e-11,2.157e-11,1.418e-11,1.105e-11,1.18e-11,1.524e-11,1.551e-11,2.352e-11,3.113e-11,2.785e-11,6.335e-11,1020,1015,1010,1005,1000,990,988.3,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,453,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2728,0.2857,0.3017,0.318,0.3428,0.3767,0.4205,0.4608,0.5028,0.5467,0.5925,0.6419,0.694,0.7653,0.8331,0.9205,1.008,1.109,1.796,1.802,1.89,1.976,2.095,2.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,988.3,38.49,38.53,38.66,38.61,-90.71,-90.44,-90.48,-90.75,0.02227,0,29.77,27,NaN,-129.4,23.54,4.189e+04,211,987,0.055,6.126e+08,80.32,5.536,177,0
4,0,38.6942,-90.6311,2.11,0.8498,0.4772,1.028,2.096e-30,2.096e-30,2.096e-30,2.096e-30,2.096e-30,0.6888,0.6943,0.7267,0.7599,0.7939,0.8455,0.9161,1.007,1.091,1.178,1.269,1.364,1.466,1.574,1.722,1.863,2.043,2.224,2.434,3.699,3.787,3.97,4.149,4.396,4.62,NaN,NaN,6.397e-09,6.036e-09,5.675e-09,5.315e-09,4.954e-09,4.345e-09,4.232e-09,3.51e-09,2.958e-09,2.778e-09,2.615e-09,2.17e-09,1.328e-09,9.786e-10,6.76e-10,3.435e-10,1.026e-10,5.51e-11,3.867e-11,2.792e-11,2.122e-11,1.389e-11,1.091e-11,1.146e-11,1.322e-11,1.502e-11,2.216e-11,3.207e-11,3.423e-11,6.715e-11,1020,1015,1010,1005,1000,991.7,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,473,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3287,0.3313,0.3468,0.3626,0.3789,0.4035,0.4371,0.4807,0.5206,0.5621,0.6055,0.6509,0.6997,0.7512,0.8218,0.8888,0.975,1.061,1.162,1.765,1.807,1.894,1.98,2.098,2.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,991.7,38.61,38.65,38.78,38.73,-90.75,-90.48,-90.52,-90.79,0.02921,0,30.02,27,NaN,-129.7,23.6,4.189e+04,141,995,0.055,6.126e+08,80.31,5.536,177,0
5,0,38.8137,-90.6690,2.11,0.8646,0.5601,1.079,1.785e-30,1.785e-30,1.785e-30,1.785e-30,1.785e-30,0.7124,0.7189,0.7458,0.7733,0.8015,0.8442,0.9027,0.9783,1.047,1.119,1.195,1.273,1.358,1.447,1.57,1.686,1.835,1.984,3.103,3.253,3.404,3.553,3.758,3.944,NaN,NaN,NaN,5.438e-09,5.115e-09,4.792e-09,4.469e-09,4.146e-09,3.644e-09,3.5e-09,2.853e-09,2.438e-09,2.296e-09,2.139e-09,1.39e-09,1.107e-09,9.896e-10,6.937e-10,3.621e-10,1.132e-10,5.516e-11,3.934e-11,2.943e-11,2.08e-11,1.348e-11,1.093e-11,1.144e-11,1.454e-11,2.065e-11,3.205e-11,3.843e-11,6.986e-11,NaN,1020,1015,1010,1005,1000,992.4,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,0.399,0.4027,0.4177,0.4332,0.4489,0.4729,0.5056,0.548,0.5867,0.627,0.6692,0.7132,0.7607,0.8107,0.8792,0.9442,1.028,1.111,1.738,1.822,1.907,1.99,2.105,2.209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,992.4,38.73,38.77,38.9,38.85,-90.78,-90.52,-90.55,-90.82,0.03821,0,30.27,27,NaN,-130,23.66,4.189e+04,142,995,0.055,6.126e+08,80.3,5.536,177,0
6,0,38.9332,-90.7070,2.11,0.8802,0.5594,1.041,1.788e-30,1.788e-30,1.788e-30,1.788e-30,1.788e-30,0.6606,0.669,0.6971,0.7259,0.7554,0.8001,0.8612,0.9403,1.013,1.088,1.167,1.249,1.338,1.431,1.559,1.681,1.837,1.993,2.955,3.061,3.217,3.374,3.528,3.743,3.938,NaN,NaN,2.926e-09,2.811e-09,2.696e-09,2.581e-09,2.466e-09,2.302e-09,2.236e-09,2.006e-09,1.841e-09,1.772e-09,1.644e-09,1.084e-09,9.932e-10,8.837e-10,6.957e-10,3.757e-10,1.181e-10,5.602e-11,3.826e-11,2.731e-11,1.938e-11,1.29e-11,1.096e-11,1.123e-11,1.16e-11,1.412e-11,1.892e-11,3.008e-11,3.877e-11,7.138e-11,1020,1015,1010,1005,1000,993,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,533,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3696,0.3743,0.39,0.4061,0.4226,0.4476,0.4818,0.526,0.5665,0.6087,0.6527,0.6987,0.7484,0.8007,0.8723,0.9402,1.028,1.115,1.653,1.712,1.8,1.887,1.974,2.094,2.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,993,38.85,38.89,39.02,38.97,-90.82,-90.55,-90.59,-90.86,0.03327,0,30.51,27,NaN,-130.2,23.72,4.189e+04,130,997,0.055,6.126e+08,80.28,5.536,177,0
7,0,39.0527,-90.7452,2.113,0.8583,0.5202,0.9709,1.922e-30,1.922e-30,1.922e-30,1.922e-30,1.922e-30,1.922e-30,0.5978,0.6278,0.6606,0.6941,0.7449,0.8145,0.9044,0.9871,1.073,1.163,1.257,1.359,1.466,1.612,1.751,1.93,2.902,3.006,3.217,3.394,3.572,3.749,3.994,4.217,NaN,NaN,2.436e-09,2.347e-09,2.258e-09,2.169e-09,2.08e-09,1.901e-09,1.89e-09,1.723e-09,1.597e-09,1.543e-09,1.481e-09,1.19e-09,1.006e-09,8.721e-10,6.529e-10,2.898e-10,8.889e-11,5.116e-11,3.766e-11,2.704e-11,1.916e-11,1.299e-11,1.224e-11,1.131e-11,1.198e-11,1.413e-11,1.853e-11,2.947e-11,3.983e-11,7.348e-11,1020,1015,1010,1005,1000,990,989.4,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,588,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.311,0.3266,0.3436,0.3611,0.3875,0.4237,0.4705,0.5135,0.5583,0.6051,0.6541,0.7068,0.7625,0.8387,0.9109,1.004,1.509,1.564,1.673,1.766,1.858,1.95,2.078,2.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,989.4,38.97,39.01,39.14,39.09,-90.86,-90.59,-90.63,-90.9,0.02462,0,30.76,27,NaN,-130.5,23.78,4.189e+04,145,995,0.054,6.126e+08,80.26,5.536,177,0
8,0,39.1722,-90.7834,2.113,0.8696,0.5458,0.9612,1.832e-30,1.832e-30,1.832e-30,1.832e-30,1.832e-30,1.832e-30,0.6398,0.669,0.7002,0.7322,0.7806,0.847,0.9328,1.012,1.094,1.18,1.269,1.366,1.468,1.608,1.74,1.91,2.756,2.868,3.068,3.236,3.405,3.573,3.807,4.019,NaN,NaN,3.045e-09,2.907e-09,2.77e-09,2.633e-09,2.496e-09,2.222e-09,2.21e-09,1.948e-09,1.751e-09,1.684e-09,1.609e-09,1.461e-09,1.082e-09,8.606e-10,5.483e-10,1.902e-10,8.055e-11,5.106e-11,3.868e-11,2.721e-11,1.93e-11,1.315e-11,1.256e-11,1.152e-11,1.235e-11,1.401e-11,1.82e-11,2.85e-11,4.128e-11,7.56e-11,1020,1015,1010,1005,1000,990,989.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,592,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3492,0.3651,0.3822,0.3996,0.4261,0.4623,0.5091,0.5521,0.5969,0.6438,0.6928,0.7456,0.8013,0.8776,0.9497,1.043,1.504,1.565,1.674,1.766,1.858,1.95,2.078,2.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,989.6,39.09,39.13,39.25,39.21,-90.9,-90.63,-90.67,-90.94,0.02879,0,31,27,NaN,-130.8,23.84,4.189e+04,147,995,0.054,6.126e+08,80.25,5.535,177,0
9,0,39.2917,-90.8217,2.112,0.8864,0.5537,0.9326,1.806e-30,1.806e-30,1.806e-30,1.806e-30,1.806e-30,0.6658,0.6677,0.6981,0.7293,0.7612,0.8095,0.8758,0.9614,1.04,1.122,1.208,1.297,1.394,1.495,1.635,1.767,2.525,2.641,2.812,3.011,3.178,3.346,3.514,3.747,3.959,NaN,NaN,2.787e-09,2.703e-09,2.619e-09,2.535e-09,2.451e-09,2.293e-09,2.283e-09,2.115e-09,1.978e-09,1.918e-09,1.844e-09,1.661e-09,1.146e-09,8.573e-10,5.556e-10,1.297e-10,5.711e-11,4.306e-11,3.532e-11,2.733e-11,1.943e-11,1.695e-11,1.288e-11,1.08e-11,1.16e-11,1.243e-11,1.587e-11,2.434e-11,4.201e-11,7.752e-11,1020,1015,1010,1005,1000,990.6,990,980,970,960,945,925,900,875,850,825,800,770,740,700,660,643,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,0.3686,0.3697,0.3865,0.4038,0.4214,0.4482,0.4849,0.5323,0.5759,0.6212,0.6686,0.7181,0.7716,0.828,0.9052,0.9781,1.398,1.462,1.557,1.667,1.76,1.853,1.945,2.074,2.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,990.6,39.21,39.25,39.37,39.33,-90.94,-90.67,-90.71,-90.98,0.03043,0,31.23,27,NaN,-131,23.9,4.189e+04,138,996,0.054,6.126e+08,80.23,5.535,177,0
