ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,AMFStrat,AMFTrop,BEHRAMFTrop,BEHRAMFTropVisOnly,BEHRAvgKernels-00,BEHRAvgKernels-01,BEHRAvgKernels-02,BEHRAvgKernels-03,BEHRAvgKernels-04,BEHRAvgKernels-05,BEHRAvgKernels-06,BEHRAvgKernels-07,BEHRAvgKernels-08,BEHRAvgKernels-09,BEHRAvgKernels-10,BEHRAvgKernels-11,BEHRAvgKernels-12,BEHRAvgKernels-13,BEHRAvgKernels-14,BEHRAvgKernels-15,BEHRAvgKernels-16,BEHRAvgKernels-17,BEHRAvgKernels-18,BEHRAvgKernels-19,BEHRAvgKernels-20,BEHRAvgKernels-21,BEHRAvgKernels-22,BEHRAvgKernels-23,BEHRAvgKernels-24,BEHRAvgKernels-25,BEHRAvgKernels-26,BEHRAvgKernels-27,BEHRAvgKernels-28,BEHRAvgKernels-29,BEHRColumnAmountNO2Trop,BEHRColumnAmountNO2TropVisOnly,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,CloudFraction,CloudPressure,CloudRadianceFraction,ColumnAmountNO2,ColumnAmountNO2Strat,ColumnAmountNO2Trop,ColumnAmountNO2TropStd,GLOBETerpres,Latcorn-00,Latcorn-01,Latcorn-02,Latcorn-03,Loncorn-00,Loncorn-01,Loncorn-02,Loncorn-03,MODISAlbedo,MODISCloud,RelativeAzimuthAngle,Row,SlantColumnAmountNO2,SolarAzimuthAngle,SolarZenithAngle,Swath,TerrainHeight,TerrainPressure,TerrainReflectivity,Time,ViewingAzimuthAngle,ViewingZenithAngle,XTrackQualityFlags,vcdQualityFlags
0,0,38.2496,-90.7541,2.215,0.9372,0.6104,1.027,1.638e-30,1.638e-30,1.638e-30,1.638e-30,1.638e-30,1.638e-30,0.4324,0.4486,0.4781,0.5084,0.5542,0.6169,0.698,0.7733,0.8518,0.934,1.02,1.113,1.211,1.346,1.475,1.643,1.812,2.703,2.758,2.928,3.099,3.263,3.489,3.71,3.495e+15,2.077e+15,2.075e-09,2.016e-09,1.958e-09,1.899e-09,1.841e-09,1.724e-09,1.671e-09,1.607e-09,1.494e-09,1.439e-09,1.387e-09,1.305e-09,1.165e-09,1.084e-09,8.993e-10,5.158e-10,1.063e-10,7.065e-11,5.572e-11,4.78e-11,4.701e-11,4.748e-11,3.623e-11,3.781e-11,3.838e-11,4.358e-11,4.285e-11,4.783e-11,1.238e-10,2.129e-10,1020,1015,1010,1005,1000,990,985.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,515,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.264,0.2738,0.2918,0.3103,0.3382,0.3765,0.426,0.472,0.5199,0.5701,0.6225,0.6792,0.7391,0.8213,0.9005,1.003,1.106,1.65,1.684,1.787,1.892,1.992,2.129,2.264,0.051,515,0.188,6.114e+15,3.838e+15,2.276e+15,1.505e+15,985.5,38.18,38.2,38.32,38.3,-90.9,-90.57,-90.6,-90.93,0.02157,0.1333,156.5,42,1.175e+16,-120.7,24.43,4.22e+04,193,989,0.057,6.144e+08,-97.23,26.56,0,0
1,0,38.3699,-90.7844,2.217,0.8808,0.5805,1.128,1.723e-30,1.723e-30,1.723e-30,1.723e-30,1.723e-30,1.723e-30,0.4232,0.4473,0.4763,0.506,0.5509,0.6125,0.6921,0.7658,0.8426,0.923,1.007,1.098,1.194,1.326,1.453,1.617,1.782,1.976,2.136,3.196,3.334,3.496,3.717,3.932,1.534e+15,7.894e+14,2.291e-09,2.213e-09,2.135e-09,2.057e-09,1.979e-09,1.823e-09,1.8e-09,1.667e-09,1.523e-09,1.462e-09,1.403e-09,1.163e-09,1.037e-09,9.696e-10,6.601e-10,3.02e-10,1.132e-10,7.142e-11,5.57e-11,4.743e-11,4.534e-11,4.692e-11,3.632e-11,3.828e-11,4.284e-11,4.281e-11,4.268e-11,4.525e-11,1.202e-10,2.076e-10,1020,1015,1010,1005,1000,990,988.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,440,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2457,0.2597,0.2765,0.2937,0.3198,0.3555,0.4017,0.4445,0.4891,0.5358,0.5845,0.6373,0.6931,0.7696,0.8433,0.9384,1.034,1.147,1.24,1.855,1.936,2.029,2.158,2.283,0.066,440,0.243,4.861e+15,3.85e+15,1.011e+15,1.571e+15,988.5,38.3,38.32,38.44,38.42,-90.93,-90.6,-90.63,-90.96,0.0216,0.1813,156.3,42,1.054e+16,-121,24.48,4.22e+04,199,988,0.057,6.144e+08,-97.23,26.56,0,0
2,0,38.4903,-90.8146,2.22,0.8284,0.4973,1.348,2.011e-30,2.011e-30,2.011e-30,2.011e-30,2.011e-30,2.011e-30,0.4452,0.4686,0.496,0.5242,0.5668,0.6251,0.7005,0.7703,0.8431,0.9192,0.9988,1.085,1.176,1.301,1.421,1.577,1.733,3.632,3.759,3.924,4.091,4.25,4.469,4.675,3.434e+15,1.267e+15,3.392e-09,3.257e-09,3.121e-09,2.986e-09,2.851e-09,2.58e-09,2.545e-09,2.309e-09,2.064e-09,1.987e-09,1.911e-09,1.553e-09,1.282e-09,1.165e-09,6.631e-10,2.192e-10,9.855e-11,6.838e-11,5.556e-11,4.691e-11,4.363e-11,4.491e-11,3.565e-11,3.647e-11,3.792e-11,4.142e-11,4.263e-11,4.221e-11,1.108e-10,2.02e-10,1020,1015,1010,1005,1000,990,988.8,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,537,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2214,0.233,0.2467,0.2607,0.2818,0.3108,0.3483,0.3831,0.4192,0.4571,0.4967,0.5396,0.5848,0.647,0.7067,0.784,0.8618,1.806,1.869,1.951,2.034,2.114,2.222,2.325,0.103,537,0.377,5.923e+15,3.862e+15,2.062e+15,1.65e+15,988.8,38.42,38.44,38.56,38.54,-90.96,-90.63,-90.66,-90.99,0.02519,0.33,156,42,1.14e+16,-121.2,24.52,4.22e+04,197,988,0.057,6.144e+08,-97.24,26.56,0,0
3,0,38.6107,-90.8450,2.216,0.96,0.5435,0.99,1.84e-30,1.84e-30,1.84e-30,1.84e-30,1.84e-30,1.84e-30,0.4711,0.4988,0.532,0.5661,0.6176,0.6881,0.7794,0.864,0.9521,1.044,1.141,1.245,1.356,1.507,1.653,1.841,2.031,2.253,2.436,2.621,3.561,3.679,3.93,4.175,2.678e+15,1.47e+15,3.008e-09,2.894e-09,2.78e-09,2.665e-09,2.551e-09,2.323e-09,2.289e-09,2.094e-09,1.884e-09,1.808e-09,1.734e-09,1.579e-09,1.199e-09,1.086e-09,6.278e-10,1.922e-10,9.304e-11,6.708e-11,5.5e-11,4.637e-11,4.292e-11,4.449e-11,3.605e-11,3.744e-11,3.937e-11,4.269e-11,4.175e-11,4.016e-11,9.946e-11,1.986e-10,1020,1015,1010,1005,1000,990,988.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,381,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2561,0.2711,0.2891,0.3077,0.3357,0.374,0.4236,0.4696,0.5175,0.5676,0.62,0.6768,0.7368,0.8191,0.8983,1.001,1.104,1.224,1.324,1.424,1.935,1.999,2.136,2.269,0.054,381,0.191,5.388e+15,3.871e+15,1.516e+15,1.399e+15,988.6,38.54,38.56,38.68,38.66,-90.99,-90.66,-90.69,-91.03,0.02069,0.2057,155.8,42,1.116e+16,-121.5,24.57,4.22e+04,191,989,0.07,6.144e+08,-97.25,26.56,0,0
4,0,38.7311,-90.8754,2.218,0.939,0.6012,1.16,1.663e-30,1.663e-30,1.663e-30,1.663e-30,1.663e-30,1.663e-30,0.4621,0.4762,0.5033,0.5312,0.5733,0.631,0.7056,0.775,0.8473,0.923,1.002,1.088,1.179,1.303,1.422,1.577,1.732,1.915,3.002,3.088,3.247,3.4,3.61,3.811,1.998e+15,1.035e+15,3.069e-09,2.906e-09,2.742e-09,2.579e-09,2.415e-09,2.088e-09,1.925e-09,1.76e-09,1.477e-09,1.374e-09,1.295e-09,1.207e-09,9.079e-10,7.303e-10,3.603e-10,1.628e-10,9.45e-11,6.734e-11,5.484e-11,4.58e-11,4.117e-11,4.141e-11,3.56e-11,3.698e-11,3.729e-11,3.764e-11,4.216e-11,3.897e-11,9.151e-11,1.904e-10,1020,1015,1010,1005,1000,990,985.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,476,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2778,0.2863,0.3026,0.3193,0.3446,0.3793,0.4242,0.4659,0.5094,0.5549,0.6024,0.654,0.7085,0.7833,0.8551,0.948,1.042,1.151,1.805,1.856,1.952,2.044,2.17,2.291,0.07,476,0.25,5.16e+15,3.881e+15,1.279e+15,1.394e+15,985.2,38.66,38.68,38.8,38.78,-91.02,-90.69,-90.72,-91.06,0.02684,0.1627,155.5,42,1.093e+16,-121.7,24.62,4.22e+04,207,987,0.07,6.144e+08,-97.26,26.56,0,0
5,0,38.8514,-90.9059,2.222,0.9004,0.5783,1.435,1.729e-30,1.729e-30,1.729e-30,1.729e-30,1.729e-30,1.729e-30,0.4221,0.4414,0.4635,0.4861,0.5205,0.5675,0.6284,0.6847,0.7434,0.8048,0.869,0.9387,1.012,1.113,1.21,2.901,2.995,3.132,3.294,3.428,3.563,3.695,3.876,4.042,3.32e+15,1.338e+15,3.52e-09,3.3e-09,3.081e-09,2.861e-09,2.641e-09,2.202e-09,2.151e-09,1.763e-09,1.412e-09,1.293e-09,1.201e-09,1.107e-09,8.334e-10,7.426e-10,3.721e-10,1.305e-10,8.514e-11,6.537e-11,5.533e-11,4.59e-11,4.096e-11,4.099e-11,4.106e-11,3.578e-11,3.672e-11,3.755e-11,4.478e-11,3.991e-11,8.081e-11,1.918e-10,1020,1015,1010,1005,1000,990,988.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,644,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2441,0.2552,0.268,0.2811,0.301,0.3282,0.3634,0.396,0.4299,0.4654,0.5026,0.5429,0.5854,0.6438,0.6998,1.678,1.732,1.811,1.905,1.982,2.061,2.137,2.242,2.338,0.123,644,0.402,6.023e+15,3.891e+15,2.133e+15,1.634e+15,988.9,38.78,38.8,38.93,38.9,-91.06,-90.72,-90.75,-91.09,0.03136,0.4914,155.3,42,1.168e+16,-122,24.67,4.22e+04,172,991,0.07,6.144e+08,-97.27,26.56,0,0
6,0,38.9718,-90.9364,2.223,0.8591,0.6216,1.54,1.609e-30,1.609e-30,1.609e-30,1.609e-30,1.609e-30,1.609e-30,0.3435,0.3614,0.3806,0.4004,0.4303,0.4713,0.5244,0.5734,0.6246,0.6782,0.7341,0.7949,0.859,0.9472,1.032,2.852,2.857,2.978,3.121,3.24,3.359,3.476,3.636,3.781,1.811e+15,7.313e+14,1.858e-09,1.763e-09,1.669e-09,1.575e-09,1.481e-09,1.292e-09,1.282e-09,1.104e-09,9.522e-10,8.962e-10,8.47e-10,7.9e-10,6.243e-10,5.364e-10,2.774e-10,1.151e-10,7.516e-11,6.322e-11,5.512e-11,4.59e-11,4.064e-11,4.042e-11,4.041e-11,3.576e-11,3.648e-11,3.883e-11,4.872e-11,4.254e-11,7.176e-11,1.931e-10,1020,1015,1010,1005,1000,990,989.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,612,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2135,0.2246,0.2366,0.2489,0.2675,0.293,0.326,0.3565,0.3883,0.4216,0.4564,0.4941,0.534,0.5888,0.6413,1.773,1.776,1.851,1.94,2.014,2.088,2.161,2.26,2.35,0.145,612,0.446,5.211e+15,3.9e+15,1.311e+15,1.441e+15,989.5,38.9,38.92,39.05,39.02,-91.09,-90.75,-90.78,-91.12,0.02875,0.4185,155,42,1.092e+16,-122.3,24.72,4.22e+04,149,994,0.07,6.144e+08,-97.28,26.56,0,0
7,0,39.0921,-90.9670,2.223,0.8486,0.7009,1.535,1.427e-30,1.427e-30,1.427e-30,1.427e-30,1.427e-30,1.427e-30,0.2929,0.3034,0.3211,0.3392,0.3666,0.4041,0.4527,0.4978,0.5449,0.5942,0.6457,0.7016,0.7607,0.8418,2.365,2.39,2.499,2.61,2.741,2.849,2.959,3.066,3.213,3.346,2.728e+15,1.246e+15,1.583e-09,1.503e-09,1.423e-09,1.343e-09,1.263e-09,1.103e-09,1.038e-09,9.429e-10,7.961e-10,7.384e-10,6.935e-10,6.472e-10,5.515e-10,4.769e-10,3.085e-10,1.254e-10,7.243e-11,6.34e-11,5.576e-11,4.622e-11,4.18e-11,4.019e-11,3.771e-11,3.458e-11,3.587e-11,4.835e-11,7.001e-11,5.521e-11,6.697e-11,1.897e-10,1020,1015,1010,1005,1000,990,986.1,980,970,960,945,925,900,875,850,825,800,770,740,700,671,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.2053,0.2127,0.225,0.2377,0.2569,0.2832,0.3173,0.3489,0.3819,0.4165,0.4526,0.4918,0.5332,0.59,1.658,1.675,1.752,1.829,1.922,1.997,2.074,2.149,2.252,2.345,0.137,671,0.434,6.163e+15,3.91e+15,2.253e+15,1.607e+15,986.1,39.02,39.04,39.17,39.14,-91.12,-90.78,-90.81,-91.15,0.026,0.456,154.8,42,1.172e+16,-122.5,24.77,4.22e+04,216,986,0.069,6.144e+08,-97.29,26.56,0,0
8,0,39.2124,-90.9977,2.223,0.8555,0.7006,1.515,1.427e-30,1.427e-30,1.427e-30,1.427e-30,1.427e-30,1.427e-30,0.2983,0.308,0.326,0.3445,0.3725,0.4108,0.4604,0.5065,0.5546,0.6049,0.6576,0.7147,0.7751,0.8581,2.345,2.372,2.484,2.596,2.73,2.84,2.951,3.06,3.21,3.345,2.898e+15,1.34e+15,1.619e-09,1.541e-09,1.463e-09,1.385e-09,1.307e-09,1.151e-09,1.078e-09,9.952e-10,8.461e-10,7.734e-10,7.27e-10,6.831e-10,6.07e-10,5.136e-10,3.518e-10,1.378e-10,7.407e-11,6.357e-11,5.572e-11,4.657e-11,4.24e-11,4.069e-11,3.809e-11,3.44e-11,3.544e-11,5.801e-11,8.478e-11,5.93e-11,6.339e-11,1.996e-10,1020,1015,1010,1005,1000,990,985.5,980,970,960,945,925,900,875,850,825,800,770,740,700,672,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.209,0.2158,0.2284,0.2414,0.2609,0.2878,0.3225,0.3548,0.3885,0.4238,0.4607,0.5007,0.543,0.6011,1.643,1.662,1.74,1.819,1.913,1.989,2.067,2.143,2.249,2.343,0.132,672,0.423,6.292e+15,3.919e+15,2.373e+15,1.511e+15,985.5,39.14,39.16,39.29,39.26,-91.15,-90.81,-90.84,-91.18,0.02594,0.4773,154.5,42,1.186e+16,-122.8,24.82,4.22e+04,228,985,0.069,6.144e+08,-97.29,26.56,0,0
9,0,39.3327,-91.0283,2.225,0.7675,0.6094,1.563,1.641e-30,1.641e-30,1.641e-30,1.641e-30,1.641e-30,1.641e-30,0.2995,0.3106,0.3294,0.3488,0.3781,0.4183,0.4704,0.5187,0.5691,0.622,0.6772,0.7372,0.8006,2.73,2.737,2.83,2.949,3.07,3.214,3.331,3.45,3.568,3.729,3.871,3.114e+15,1.214e+15,2.024e-09,1.948e-09,1.873e-09,1.797e-09,1.722e-09,1.571e-09,1.508e-09,1.42e-09,1.272e-09,1.171e-09,1.07e-09,9.769e-10,8.774e-10,6.634e-10,3.385e-10,1.539e-10,7.823e-11,6.3e-11,5.456e-11,4.736e-11,4.68e-11,4.071e-11,3.671e-11,3.307e-11,3.457e-11,7.262e-11,1.067e-10,6.285e-11,6.327e-11,2.004e-10,1020,1015,1010,1005,1000,990,986,980,970,960,945,925,900,875,850,825,800,770,740,703,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1825,0.1892,0.2007,0.2126,0.2304,0.2549,0.2866,0.3161,0.3468,0.379,0.4127,0.4492,0.4878,1.663,1.668,1.724,1.797,1.871,1.958,2.03,2.103,2.174,2.272,2.359,0.145,703,0.477,6.401e+15,3.929e+15,2.472e+15,1.692e+15,986,39.26,39.28,39.41,39.38,-91.18,-90.84,-90.87,-91.21,0.02442,0.3538,154.3,42,1.176e+16,-123,24.87,4.22e+04,205,987,0.045,6.144e+08,-97.3,26.56,0,0
