ArrayShape,11,5
AlongTrackInd,AcrossTrackInd,Latitude,Longitude,BEHRNO2apriori-00,BEHRNO2apriori-01,BEHRNO2apriori-02,BEHRNO2apriori-03,BEHRNO2apriori-04,BEHRNO2apriori-05,BEHRNO2apriori-06,BEHRNO2apriori-07,BEHRNO2apriori-08,BEHRNO2apriori-09,BEHRNO2apriori-10,BEHRNO2apriori-11,BEHRNO2apriori-12,BEHRNO2apriori-13,BEHRNO2apriori-14,BEHRNO2apriori-15,BEHRNO2apriori-16,BEHRNO2apriori-17,BEHRNO2apriori-18,BEHRNO2apriori-19,BEHRNO2apriori-20,BEHRNO2apriori-21,BEHRNO2apriori-22,BEHRNO2apriori-23,BEHRNO2apriori-24,BEHRNO2apriori-25,BEHRNO2apriori-26,BEHRNO2apriori-27,BEHRNO2apriori-28,BEHRNO2apriori-29,BEHRPressureLevels-00,BEHRPressureLevels-01,BEHRPressureLevels-02,BEHRPressureLevels-03,BEHRPressureLevels-04,BEHRPressureLevels-05,BEHRPressureLevels-06,BEHRPressureLevels-07,BEHRPressureLevels-08,BEHRPressureLevels-09,BEHRPressureLevels-10,BEHRPressureLevels-11,BEHRPressureLevels-12,BEHRPressureLevels-13,BEHRPressureLevels-14,BEHRPressureLevels-15,BEHRPressureLevels-16,BEHRPressureLevels-17,BEHRPressureLevels-18,BEHRPressureLevels-19,BEHRPressureLevels-20,BEHRPressureLevels-21,BEHRPressureLevels-22,BEHRPressureLevels-23,BEHRPressureLevels-24,BEHRPressureLevels-25,BEHRPressureLevels-26,BEHRPressureLevels-27,BEHRPressureLevels-28,BEHRPressureLevels-29,BEHRScatteringWeights-00,BEHRScatteringWeights-01,BEHRScatteringWeights-02,BEHRScatteringWeights-03,BEHRScatteringWeights-04,BEHRScatteringWeights-05,BEHRScatteringWeights-06,BEHRScatteringWeights-07,BEHRScatteringWeights-08,BEHRScatteringWeights-09,BEHRScatteringWeights-10,BEHRScatteringWeights-11,BEHRScatteringWeights-12,BEHRScatteringWeights-13,BEHRScatteringWeights-14,BEHRScatteringWeights-15,BEHRScatteringWeights-16,BEHRScatteringWeights-17,BEHRScatteringWeights-18,BEHRScatteringWeights-19,BEHRScatteringWeights-20,BEHRScatteringWeights-21,BEHRScatteringWeights-22,BEHRScatteringWeights-23,BEHRScatteringWeights-24,BEHRScatteringWeights-25,BEHRScatteringWeights-26,BEHRScatteringWeights-27,BEHRScatteringWeights-28,BEHRScatteringWeights-29,r,theta,BEHRSlantColumnAmountNO2Trop,ModelSCD
0,0,37.9776,-91.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.171e-10,5.883e-10,5.361e-10,4.96e-10,4.65e-10,4.272e-10,3.673e-10,2.91e-10,2.047e-10,9.524e-11,6.846e-11,5.664e-11,5.285e-11,4.867e-11,3.802e-11,3.023e-11,3.951e-11,4.675e-11,4.679e-11,4.944e-11,1.235e-10,1.992e-10,1020,1015,1010,1005,1000,990,981,980,975.4,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1771,0.1771,0.5347,0.5486,0.5748,0.6143,0.6684,0.7383,0.8051,0.8747,0.9475,1.023,1.107,1.196,1.318,1.437,1.592,1.75,1.938,2.096,2.257,2.415,2.635,2.861,1.362,-135.8,1.982e+15,2.773e+15
1,0,38.0926,-91.2294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.874e-10,7.093e-10,6.182e-10,5.647e-10,5.244e-10,4.659e-10,3.828e-10,2.873e-10,1.845e-10,9.32e-11,6.95e-11,5.72e-11,5.285e-11,4.877e-11,3.797e-11,3.016e-11,3.946e-11,4.653e-11,4.833e-11,4.653e-11,1.157e-10,2.012e-10,1020,1015,1010,1005,1000,990,981,980,977.7,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3912,0.4122,0.4399,0.4816,0.5388,0.6129,0.683,0.7561,0.8325,0.9124,1,1.093,1.221,1.346,1.509,1.674,1.871,2.037,2.205,2.37,2.601,2.838,1.326,-141,3.364e+15,2.584e+15
2,0,38.2076,-91.2831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.286e-10,8.16e-10,7.187e-10,6.624e-10,6.043e-10,4.901e-10,3.906e-10,2.758e-10,1.678e-10,9.251e-11,6.98e-11,5.75e-11,5.238e-11,4.872e-11,3.826e-11,3.033e-11,3.925e-11,4.558e-11,4.997e-11,4.397e-11,1.056e-10,2.078e-10,NaN,1020,1015,1010,1005,1000,990,980,978.5,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,NaN,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.421,0.4437,0.4712,0.5125,0.5692,0.6426,0.712,0.7844,0.8601,0.9392,1.026,1.118,1.245,1.369,1.53,1.693,1.888,2.052,2.218,2.382,2.61,2.844,NaN,1.301,-146.4,3.224e+15,2.673e+15
3,0,38.3227,-91.3370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.046e-09,1.045e-09,8.992e-10,8.063e-10,7.505e-10,6.913e-10,5.081e-10,4.038e-10,2.641e-10,1.61e-10,9.468e-11,7.115e-11,5.845e-11,5.25e-11,4.892e-11,3.859e-11,3.083e-11,3.915e-11,4.482e-11,5.301e-11,4.191e-11,9.317e-11,2.125e-10,1020,1015,1010,1005,1000,990,986,980.1,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.008155,0.4277,0.4278,0.4545,0.4818,0.5231,0.5797,0.653,0.7222,0.7943,0.8698,0.9487,1.036,1.127,1.254,1.377,1.537,1.701,1.895,2.058,2.224,2.386,2.614,2.847,1.288,-152,2.762e+15,2.731e+15
4,0,38.4376,-91.3911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.132e-09,1.097e-09,9.633e-10,8.873e-10,8.373e-10,7.867e-10,5.637e-10,4.626e-10,2.719e-10,1.62e-10,9.93e-11,7.271e-11,5.918e-11,5.232e-11,4.91e-11,3.951e-11,3.168e-11,3.89e-11,4.454e-11,5.662e-11,4.065e-11,8.036e-11,2.202e-10,1020,1015,1010,1005,1000,990,984,982.6,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.04078,0.4675,0.4743,0.5005,0.5275,0.5683,0.6242,0.6965,0.7646,0.8356,0.91,0.9877,1.073,1.164,1.288,1.41,1.568,1.728,1.92,2.08,2.243,2.403,2.628,2.856,1.288,-157.7,2.659e+15,2.934e+15
5,0,38.5526,-91.4453,NaN,NaN,NaN,NaN,NaN,NaN,1.015e-09,9.933e-10,9.625e-10,8.606e-10,8.086e-10,7.698e-10,7.3e-10,5.7e-10,4.742e-10,2.691e-10,1.623e-10,9.893e-11,7.208e-11,5.919e-11,5.242e-11,4.935e-11,3.996e-11,3.219e-11,3.877e-11,4.635e-11,6.144e-11,3.983e-11,7.046e-11,2.29e-10,1020,1015,1010,1005,1000,990,985.1,983,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.4052,0.5761,0.5837,0.609,0.635,0.6744,0.7282,0.798,0.8635,0.9319,1.003,1.078,1.161,1.248,1.368,1.485,1.637,1.792,1.976,2.13,2.287,2.441,2.658,2.876,1.301,-163.3,3.103e+15,3.125e+15
6,0,38.6675,-91.4996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.049e-09,9.873e-10,8.636e-10,8.057e-10,7.617e-10,7.163e-10,5.915e-10,5.029e-10,2.904e-10,1.666e-10,9.092e-11,6.959e-11,5.878e-11,5.148e-11,4.861e-11,4.115e-11,3.313e-11,3.843e-11,4.851e-11,6.364e-11,3.89e-11,6.605e-11,2.333e-10,1020,1015,1010,1005,1000,990,986,984.9,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.1792,0.572,0.5843,0.6096,0.6357,0.675,0.7288,0.7986,0.8642,0.9326,1.004,1.079,1.162,1.249,1.369,1.486,1.638,1.793,1.978,2.132,2.288,2.443,2.659,2.877,1.326,-168.7,2.573e+15,3.143e+15
7,0,38.7825,-91.5545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.073e-09,1.007e-09,8.495e-10,7.669e-10,7.152e-10,6.652e-10,5.579e-10,4.66e-10,2.908e-10,1.677e-10,8.702e-11,6.942e-11,5.939e-11,5.136e-11,4.845e-11,4.174e-11,3.367e-11,3.875e-11,5.376e-11,6.864e-11,3.804e-11,6.382e-11,2.399e-10,1020,1015,1010,1005,1000,990,989,984.2,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.217,0.6275,0.6379,0.6628,0.6883,0.7269,0.7797,0.8481,0.9125,0.9797,1.05,1.124,1.205,1.29,1.408,1.523,1.672,1.825,2.006,2.157,2.31,2.462,2.674,2.887,1.363,-173.9,4.093e+15,3.207e+15
8,0,38.8973,-91.6093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01e-09,9.698e-10,8.016e-10,7.018e-10,6.496e-10,6.034e-10,5.192e-10,4.285e-10,2.864e-10,1.616e-10,8.521e-11,6.97e-11,5.982e-11,5.123e-11,4.823e-11,4.245e-11,3.406e-11,3.925e-11,5.991e-11,7.422e-11,3.754e-11,6.348e-11,2.449e-10,1020,1015,1010,1005,1000,990,985,982.5,980,970,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.3014,0.725,0.731,0.755,0.7796,0.8169,0.8679,0.9339,0.9962,1.061,1.129,1.2,1.279,1.362,1.476,1.587,1.731,1.878,2.054,2.199,2.348,2.494,2.699,2.903,1.41,-178.8,2.808e+15,3.301e+15
9,0,39.0121,-91.6643,NaN,NaN,NaN,NaN,NaN,NaN,1.027e-09,1.004e-09,8.162e-10,8.027e-10,6.902e-10,6.324e-10,5.862e-10,5.135e-10,4.213e-10,2.961e-10,1.517e-10,8.214e-11,6.967e-11,6.053e-11,5.145e-11,4.842e-11,4.301e-11,3.423e-11,3.957e-11,6.727e-11,8.061e-11,3.742e-11,6.389e-11,2.5e-10,1020,1015,1010,1005,1000,990,981.3,980,970,969,960,945,925,900,875,850,825,800,770,740,700,660,610,560,500,450,400,350,280,200,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,0.516,0.5194,0.545,0.5748,0.5986,0.6385,0.6931,0.7639,0.8306,0.9001,0.973,1.049,1.133,1.222,1.344,1.463,1.617,1.775,1.962,2.118,2.276,2.433,2.652,2.871,1.467,176.7,2.692e+15,2.931e+15
