Longitude,Latitude
-81.1975,32.4543
-81.1976,32.4485
-81.2037,32.4526
-81.2062,32.4503
-81.2061,32.4466
-81.2004,32.4454
-81.1995,32.4426
-81.2087,32.4364
-81.2050,32.4231
-81.1774,32.3915
-81.1812,32.3802
-81.1682,32.3686
-81.1687,32.3656
-81.1734,32.3625
-81.1674,32.3615
-81.1674,32.3584
-81.1615,32.3555
-81.1605,32.3497
-81.1552,32.3499
-81.1559,32.3435
-81.1599,32.3429
-81.1603,32.3403
-81.1530,32.3411
-81.1498,32.3447
-81.1461,32.3449
-81.1482,32.3486
-81.1441,32.3509
-81.1345,32.3415
-81.1293,32.3404
-81.1292,32.3369
-81.1378,32.3280
-81.1354,32.3242
-81.1309,32.3253
-81.1301,32.3127
-81.1329,32.3076
-81.1236,32.3079
-81.1239,32.2949
-81.1198,32.2874
-81.1274,32.2818
-81.1238,32.2748
-81.1300,32.2757
-81.1328,32.2696
-81.1367,32.2725
-81.1422,32.2714
-81.1377,32.2682
-81.1374,32.2653
-81.1460,32.2632
-81.1448,32.2578
-81.1485,32.2549
-81.1464,32.2500
-81.1565,32.2445
-81.1537,32.2375
-81.1442,32.2306
-81.1444,32.2261
-81.1522,32.2218
-81.1391,32.2195
-81.1362,32.2127
-81.1276,32.2074
-81.1220,32.1955
-81.1142,32.1955
-81.1164,32.1928
-81.1214,32.1924
-81.1181,32.1851
-81.1206,32.1785
-81.1171,32.1760
-81.1121,32.1778
-81.1113,32.1725
-81.1157,32.1707
-81.1213,32.1747
-81.1298,32.1654
-81.1222,32.1616
-81.1202,32.1531
-81.1124,32.1506
-81.1193,32.1419
-81.1200,32.1333
-81.1154,32.1253
-81.1174,32.1174
-81.1113,32.1118
-81.0917,32.1106
-81.0884,32.1037
-81.0810,32.0993
-81.0634,32.0884
-81.0504,32.0851
-81.0404,32.0939
-81.0250,32.0984
-81.0162,32.0972
-81.0109,32.1004
-81.0041,32.1004
-80.9945,32.0944
-80.9819,32.0785
-80.9577,32.0702
-80.9421,32.0569
-80.9096,32.0468
-80.9023,32.0426
-80.8935,32.0443
-80.8843,32.0289
-80.8837,32.0226
-80.8786,32.0168
-80.8703,32.0179
-80.8528,32.0263
-80.8432,32.0237
-80.8413,32.0059
-80.8486,31.9883
-80.8593,31.9776
-80.8629,31.9693
-80.8778,31.9623
-80.9057,31.9442
-80.9289,31.9431
-80.9311,31.9580
-80.9337,31.9621
-80.9404,31.9640
-80.9553,31.9505
-80.9826,31.9356
-80.9807,31.9255
-80.9647,31.9144
-80.9415,31.9129
-80.9345,31.9091
-80.9427,31.9002
-80.9919,31.8576
-80.9994,31.8565
-81.0038,31.8595
-81.0065,31.8651
-81.0113,31.8670
-81.0266,31.8670
-81.0378,31.8737
-81.0482,31.8696
-81.0635,31.8442
-81.0650,31.8319
-81.0572,31.8241
-81.0423,31.8241
-81.0374,31.8211
-81.0367,31.8121
-81.0449,31.8050
-81.0624,31.7752
-81.0762,31.7618
-81.0938,31.7539
-81.1057,31.7450
-81.1300,31.7226
-81.1393,31.7200
-81.1553,31.7243
-81.1650,31.7269
-81.1778,31.7269
-81.1825,31.7190
-81.1897,31.7068
-81.1810,31.6885
-81.1426,31.7013
-81.1316,31.6958
-81.1357,31.6848
-81.1312,31.6281
-81.1581,31.5755
-81.1673,31.5609
-81.1746,31.5545
-81.1787,31.5554
-81.1924,31.5664
-81.1940,31.5664
-81.2048,31.5664
-81.2149,31.5572
-81.2592,31.5490
-81.2642,31.5399
-81.2592,31.5284
-81.2322,31.5307
-81.2126,31.5289
-81.2039,31.5367
-81.1956,31.5367
-81.1792,31.5248
-81.1774,31.5161
-81.1833,31.5110
-81.2052,31.4722
-81.2491,31.4196
-81.2651,31.3880
-81.2741,31.3523
-81.2779,31.3216
-81.2751,31.2941
-81.2725,31.2682
-81.2590,31.2591
-81.2800,31.2224
-81.2806,31.2095
-81.2919,31.2052
-81.3156,31.2062
-81.3280,31.1971
-81.3544,31.1669
-81.3587,31.1556
-81.3582,31.1453
-81.3884,31.1324
-81.4056,31.1151
-81.4013,31.0801
-81.4051,31.0596
-81.4186,31.0181
-81.4240,31.0141
-81.4341,31.0125
-81.4408,31.0094
-81.4791,30.9914
-81.4925,30.9801
-81.4892,30.9687
-81.4669,30.9703
-81.4576,30.9679
-81.4499,30.9655
-81.4455,30.9541
-81.4366,30.9521
-81.4268,30.9557
-81.4199,30.9752
-81.4167,30.9772
-81.4082,30.9772
-81.4029,30.9578
-81.4062,30.9075
-81.4301,30.8321
-81.4495,30.8050
-81.4601,30.7693
-81.4605,30.7478
-81.4495,30.7175
-81.4350,30.7102
-81.4345,30.7094
-81.4514,30.7092
-81.4728,30.7131
-81.4858,30.7250
-81.4897,30.7259
-81.5163,30.7220
-81.5320,30.7238
-81.5349,30.7197
-81.5339,30.7105
-81.5387,30.7084
-81.5428,30.7097
-81.5489,30.7177
-81.5579,30.7121
-81.5630,30.7117
-81.5631,30.7174
-81.5739,30.7221
-81.5870,30.7235
-81.5954,30.7179
-81.5976,30.7199
-81.5971,30.7268
-81.6014,30.7293
-81.6058,30.7276
-81.6060,30.7189
-81.6105,30.7157
-81.6146,30.7222
-81.6231,30.7230
-81.6209,30.7306
-81.6248,30.7361
-81.6293,30.7344
-81.6303,30.7280
-81.6331,30.7285
-81.6365,30.7336
-81.6431,30.7282
-81.6521,30.7282
-81.6545,30.7332
-81.6519,30.7413
-81.6547,30.7441
-81.6635,30.7431
-81.6599,30.7500
-81.6634,30.7537
-81.6835,30.7480
-81.6811,30.7444
-81.6734,30.7483
-81.6700,30.7465
-81.6695,30.7411
-81.6730,30.7387
-81.6806,30.7415
-81.6891,30.7412
-81.6950,30.7482
-81.7013,30.7452
-81.7107,30.7473
-81.7201,30.7444
-81.7324,30.7494
-81.7324,30.7547
-81.7429,30.7590
-81.7423,30.7653
-81.7552,30.7681
-81.7612,30.7747
-81.7694,30.7765
-81.7739,30.7672
-81.7720,30.7638
-81.7827,30.7610
-81.7831,30.7655
-81.7869,30.7694
-81.7845,30.7734
-81.7934,30.7866
-81.7976,30.7847
-81.7972,30.7810
-81.8087,30.7898
-81.8200,30.7895
-81.8241,30.7866
-81.8295,30.7890
-81.8405,30.7862
-81.8422,30.7869
-81.8406,30.7921
-81.8465,30.7903
-81.8528,30.7942
-81.8688,30.7925
-81.8720,30.7978
-81.8834,30.8000
-81.8829,30.8049
-81.8856,30.8113
-81.8914,30.8157
-81.8928,30.8246
-81.9020,30.8292
-81.9053,30.8278
-81.9076,30.8243
-81.9050,30.8170
-81.9094,30.8149
-81.9293,30.8172
-81.9302,30.8195
-81.9355,30.8206
-81.9341,30.8231
-81.9393,30.8295
-81.9391,30.8268
-81.9430,30.8279
-81.9419,30.8253
-81.9500,30.8273
-81.9599,30.8209
-81.9648,30.8165
-81.9616,30.8137
-81.9642,30.8124
-81.9626,30.8082
-81.9654,30.8064
-81.9627,30.7963
-81.9697,30.7903
-81.9731,30.7792
-81.9792,30.7762
-81.9888,30.7798
-82.0047,30.7916
-82.0063,30.7902
-82.0086,30.7926
-82.0146,30.7889
-82.0138,30.7908
-82.0172,30.7914
-82.0177,30.7874
-82.0230,30.7878
-82.0243,30.7833
-82.0118,30.7629
-82.0211,30.7576
-82.0181,30.7550
-82.0222,30.7551
-82.0286,30.7507
-82.0328,30.7504
-82.0365,30.7546
-82.0379,30.7534
-82.0411,30.7377
-82.0392,30.7363
-82.0461,30.7271
-82.0392,30.7226
-82.0401,30.7192
-82.0377,30.7184
-82.0398,30.7151
-82.0366,30.7064
-82.0399,30.7006
-82.0435,30.7007
-82.0417,30.6909
-82.0443,30.6838
-82.0490,30.6825
-82.0466,30.6812
-82.0507,30.6752
-82.0467,30.6663
-82.0488,30.6647
-82.0469,30.6608
-82.0500,30.6618
-82.0497,30.6553
-82.0420,30.6485
-82.0393,30.6409
-82.0413,30.6359
-82.0366,30.6318
-82.0375,30.6299
-82.0339,30.6291
-82.0357,30.6267
-82.0313,30.6233
-82.0321,30.6198
-82.0296,30.6192
-82.0287,30.6216
-82.0275,30.6065
-82.0204,30.6036
-82.0159,30.6015
-82.0123,30.5935
-82.0122,30.5862
-82.0105,30.5865
-82.0109,30.5835
-82.0063,30.5769
-82.0083,30.5768
-82.0064,30.5749
-82.0085,30.5712
-82.0061,30.5652
-82.0088,30.5634
-82.0056,30.5633
-82.0082,30.5601
-82.0107,30.5609
-82.0089,30.5541
-82.0115,30.5528
-82.0100,30.5505
-82.0134,30.5499
-82.0136,30.5423
-82.0194,30.5324
-82.0177,30.5324
-82.0189,30.5286
-82.0155,30.5286
-82.0183,30.5273
-82.0190,30.5236
-82.0166,30.5214
-82.0188,30.5188
-82.0155,30.5194
-82.0149,30.5128
-82.0173,30.5069
-82.0157,30.4982
-82.0180,30.4958
-82.0159,30.4950
-82.0184,30.4918
-82.0157,30.4836
-82.0194,30.4829
-82.0174,30.4795
-82.0197,30.4792
-82.0171,30.4750
-82.0241,30.4666
-82.0225,30.4610
-82.0284,30.4556
-82.0284,30.4472
-82.0325,30.4415
-82.0341,30.4422
-82.0403,30.4365
-82.0339,30.4275
-82.0361,30.4246
-82.0341,30.4201
-82.0439,30.4143
-82.0409,30.4146
-82.0435,30.4128
-82.0420,30.4111
-82.0439,30.4075
-82.0414,30.4065
-82.0446,30.4047
-82.0440,30.4013
-82.0360,30.3847
-82.0383,30.3823
-82.0373,30.3715
-82.0447,30.3671
-82.0421,30.3652
-82.0450,30.3660
-82.0487,30.3628
-82.0502,30.3621
-82.0582,30.3589
-82.0626,30.3603
-82.0660,30.3554
-82.0724,30.3612
-82.0813,30.3586
-82.0949,30.3605
-82.0990,30.3639
-82.1011,30.3625
-82.1016,30.3663
-82.1053,30.3686
-82.1103,30.3650
-82.1156,30.3679
-82.1183,30.3642
-82.1267,30.3681
-82.1292,30.3668
-82.1278,30.3652
-82.1344,30.3619
-82.1400,30.3647
-82.1487,30.3608
-82.1581,30.3598
-82.1620,30.3569
-82.1678,30.3598
-82.1702,30.3587
-82.1741,30.3649
-82.1813,30.3683
-82.1806,30.3721
-82.1840,30.3735
-82.1851,30.3787
-82.1900,30.3757
-82.1931,30.3785
-82.1921,30.3844
-82.1945,30.3889
-82.1996,30.3895
-82.1983,30.3914
-82.2050,30.4025
-82.2040,30.4052
-82.2070,30.4062
-82.2076,30.4206
-82.2111,30.4248
-82.2100,30.4326
-82.2067,30.4353
-82.2077,30.4389
-82.2041,30.4443
-82.2047,30.4549
-82.2077,30.4567
-82.2079,30.4603
-82.2018,30.4765
-82.2020,30.4857
-82.2125,30.5000
-82.2271,30.5100
-82.2305,30.5171
-82.2309,30.5265
-82.2405,30.5374
-82.2393,30.5449
-82.2345,30.5493
-82.2345,30.5576
-82.2243,30.5648
-82.2172,30.5653
-82.2150,30.5684
-82.4190,30.5815
-82.4597,30.5841
-82.5841,30.5916
-82.6894,30.5975
-83.1367,30.6238
-83.3096,30.6342
-83.3411,30.6361
-83.3572,30.6371
-83.6118,30.6511
-83.7440,30.6582
-84.0075,30.6719
-84.0838,30.6756
-84.2813,30.6851
-84.3808,30.6898
-84.4745,30.6926
-84.8635,30.7113
-84.8648,30.7114
-84.8698,30.7217
-84.8839,30.7324
-84.8876,30.7416
-84.8962,30.7504
-84.9074,30.7504
-84.9143,30.7532
-84.9151,30.7610
-84.9202,30.7658
-84.9181,30.7779
-84.9279,30.7918
-84.9284,30.8049
-84.9375,30.8207
-84.9354,30.8347
-84.9322,30.8381
-84.9269,30.8389
-84.9257,30.8425
-84.9362,30.8568
-84.9365,30.8596
-84.9324,30.8641
-84.9399,30.8724
-84.9345,30.8834
-84.9426,30.8883
-84.9562,30.9074
-84.9668,30.9171
-84.9711,30.9280
-84.9832,30.9346
-84.9802,30.9611
-84.9849,30.9673
-85.0000,30.9710
-85.0052,30.9745
-85.0024,31.0005
-84.9995,31.0137
-85.0046,31.0190
-85.0095,31.0322
-85.0087,31.0439
-85.0115,31.0534
-85.0182,31.0591
-85.0286,31.0753
-85.0261,31.0840
-85.0357,31.1080
-85.0547,31.1206
-85.0641,31.1423
-85.0752,31.1542
-85.0779,31.1577
-85.0922,31.1601
-85.1003,31.1653
-85.0986,31.1800
-85.1077,31.1873
-85.1070,31.2025
-85.0988,31.2111
-85.0968,31.2255
-85.1124,31.2594
-85.1120,31.2723
-85.1147,31.2772
-85.1104,31.2816
-85.0992,31.2840
-85.0932,31.2895
-85.0899,31.2948
-85.0877,31.3085
-85.0838,31.3180
-85.0842,31.3281
-85.0895,31.3359
-85.0860,31.3526
-85.0919,31.3550
-85.0924,31.3639
-85.0777,31.3987
-85.0800,31.4103
-85.0768,31.4158
-85.0760,31.4248
-85.0738,31.4288
-85.0686,31.4271
-85.0659,31.4304
-85.0660,31.4428
-85.0717,31.4682
-85.0658,31.4840
-85.0481,31.5141
-85.0456,31.5170
-85.0446,31.5207
-85.0483,31.5258
-85.0414,31.5423
-85.0509,31.5554
-85.0580,31.5707
-85.0554,31.5769
-85.0585,31.5835
-85.0560,31.6050
-85.0606,31.6081
-85.0575,31.6185
-85.0739,31.6294
-85.0801,31.6367
-85.0863,31.6384
-85.0827,31.6501
-85.0781,31.6514
-85.0792,31.6546
-85.0925,31.6598
-85.1095,31.6773
-85.1140,31.6867
-85.1256,31.6948
-85.1266,31.7166
-85.1190,31.7325
-85.1291,31.7575
-85.1274,31.7624
-85.1258,31.7680
-85.1412,31.7803
-85.1419,31.7822
-85.1323,31.7950
-85.1313,31.8166
-85.1346,31.8248
-85.1320,31.8269
-85.1419,31.8391
-85.1378,31.8457
-85.1408,31.8573
-85.1359,31.8623
-85.1285,31.8774
-85.1342,31.8920
-85.1121,31.8946
-85.1123,31.9026
-85.1081,31.9050
-85.1132,31.9117
-85.1025,31.9172
-85.0996,31.9251
-85.0919,31.9287
-85.0865,31.9358
-85.0790,31.9400
-85.0868,31.9590
-85.0833,31.9623
-85.0679,31.9672
-85.0660,31.9723
-85.0710,31.9815
-85.0683,31.9917
-85.0635,32.0040
-85.0551,32.0106
-85.0550,32.0186
-85.0489,32.0215
-85.0578,32.0317
-85.0536,32.0358
-85.0589,32.0465
-85.0561,32.0629
-85.0533,32.0804
-85.0448,32.0857
-85.0535,32.1047
-85.0612,32.1339
-85.0457,32.1436
-85.0113,32.1803
-84.9638,32.1957
-84.9618,32.1986
-84.9647,32.2034
-84.9745,32.2034
-84.9803,32.2076
-84.9799,32.2109
-84.9734,32.2175
-84.9682,32.2192
-84.9594,32.2177
-84.9302,32.2189
-84.9230,32.2246
-84.9231,32.2307
-84.9164,32.2364
-84.9128,32.2432
-84.9155,32.2459
-84.9233,32.2445
-84.9245,32.2500
-84.9073,32.2489
-84.9042,32.2507
-84.9013,32.2582
-84.8906,32.2575
-84.8891,32.2614
-84.9229,32.2852
-84.9347,32.2988
-84.9889,32.3190
-85.0019,32.3219
-85.0072,32.3282
-85.0082,32.3365
-85.0047,32.3451
-84.9839,32.3622
-84.9854,32.3724
-84.9753,32.3740
-84.9720,32.3776
-84.9749,32.3801
-84.9864,32.3802
-84.9885,32.3851
-84.9831,32.3918
-84.9688,32.3913
-84.9800,32.4000
-84.9810,32.4059
-84.9795,32.4121
-84.9631,32.4241
-84.9719,32.4427
-84.9839,32.4455
-84.9954,32.4531
-84.9986,32.4686
-84.9953,32.4751
-84.9949,32.4859
-84.9989,32.4969
-84.9966,32.5015
-84.9999,32.5042
-85.0011,32.5103
-85.0072,32.5237
-85.0145,32.5264
-85.0153,32.5310
-85.0203,32.5346
-85.0209,32.5426
-85.0315,32.5440
-85.0350,32.5520
-85.0391,32.5557
-85.0437,32.5564
-85.0455,32.5616
-85.0570,32.5711
-85.0608,32.5771
-85.0676,32.5794
-85.0779,32.5974
-85.0808,32.6079
-85.0823,32.6161
-85.0910,32.6256
-85.0839,32.6318
-85.0832,32.6360
-85.0901,32.6339
-85.0967,32.6361
-85.0963,32.6347
-85.1002,32.6344
-85.0990,32.6368
-85.1054,32.6434
-85.0996,32.6510
-85.0890,32.6564
-85.0936,32.6696
-85.1153,32.6872
-85.1201,32.7064
-85.1182,32.7093
-85.1228,32.7159
-85.1134,32.7356
-85.1168,32.7398
-85.1283,32.7421
-85.1351,32.7464
-85.1429,32.7620
-85.1375,32.7671
-85.1367,32.7710
-85.1309,32.7694
-85.1224,32.7743
-85.1263,32.7791
-85.1397,32.7850
-85.1423,32.7920
-85.1464,32.7914
-85.1521,32.7940
-85.1680,32.8115
-85.1649,32.8197
-85.1684,32.8284
-85.1606,32.8381
-85.1546,32.8397
-85.1535,32.8447
-85.1620,32.8563
-85.1688,32.8525
-85.1794,32.8551
-85.1845,32.8612
-85.1842,32.8704
-85.2324,33.1080
-85.2366,33.1294
-85.2939,33.4280
-85.3045,33.4828
-85.3383,33.6530
-85.3866,33.9016
-85.3989,33.9640
-85.4219,34.0807
-85.4622,34.2863
-85.5138,34.5241
-85.5273,34.5886
-85.5341,34.6238
-85.5832,34.8603
-85.6052,34.9846
-85.4741,34.9829
-85.3653,34.9832
-85.2651,34.9850
-84.9799,34.9876
-84.9770,34.9876
-84.8108,34.9875
-84.7759,34.9878
-84.6216,34.9883
-84.3220,34.9883
NaN,NaN
NaN,NaN
-117.0313,48.9993
-116.0482,49.0010
-116.0482,48.5021
-116.0488,48.2152
-116.0478,47.9773
-116.0373,47.9714
-116.0297,47.9734
-116.0232,47.9654
-116.0177,47.9632
-116.0062,47.9502
-116.0055,47.9434
-115.9972,47.9389
-115.9927,47.9263
-115.9841,47.9231
-115.9818,47.9194
-115.9814,47.9158
-115.9659,47.9127
-115.9641,47.9102
-115.9675,47.8997
-115.9589,47.8982
-115.9390,47.8832
-115.9347,47.8745
-115.9243,47.8670
-115.9178,47.8537
-115.9078,47.8524
-115.9060,47.8469
-115.9004,47.8432
-115.8805,47.8497
-115.8699,47.8350
-115.8513,47.8281
-115.8445,47.8150
-115.8482,47.8114
-115.8448,47.7941
-115.8465,47.7853
-115.8364,47.7749
-115.8344,47.7610
-115.8307,47.7559
-115.8236,47.7522
-115.8029,47.7586
-115.7963,47.7576
-115.7927,47.7520
-115.7794,47.7435
-115.7825,47.7294
-115.7752,47.7199
-115.7708,47.7175
-115.7576,47.7191
-115.7514,47.7168
-115.7300,47.7050
-115.7216,47.6952
-115.7270,47.6823
-115.7256,47.6722
-115.7294,47.6703
-115.7299,47.6626
-115.7353,47.6548
-115.7289,47.6425
-115.7075,47.6354
-115.6933,47.6235
-115.6918,47.6171
-115.6972,47.6124
-115.6970,47.6058
-115.6917,47.6013
-115.6911,47.5965
-115.6866,47.5947
-115.7039,47.5847
-115.7055,47.5774
-115.7202,47.5764
-115.7217,47.5708
-115.7337,47.5675
-115.7509,47.5536
-115.7549,47.5485
-115.7500,47.5417
-115.7404,47.5387
-115.7324,47.5394
-115.7294,47.5359
-115.7197,47.5336
-115.7046,47.5351
-115.6965,47.5314
-115.6959,47.5283
-115.7090,47.5238
-115.7100,47.5167
-115.6994,47.5036
-115.6887,47.5000
-115.6845,47.4849
-115.6673,47.4889
-115.6609,47.4838
-115.6596,47.4783
-115.6472,47.4780
-115.6337,47.4818
-115.6277,47.4797
-115.6377,47.4616
-115.6454,47.4568
-115.6745,47.4534
-115.6841,47.4577
-115.7048,47.4530
-115.7173,47.4532
-115.7332,47.4444
-115.7473,47.4418
-115.7586,47.4230
-115.7490,47.4224
-115.7374,47.4267
-115.7197,47.4256
-115.7198,47.4211
-115.7110,47.4155
-115.6988,47.4170
-115.6896,47.4151
-115.6848,47.4111
-115.6756,47.4085
-115.6765,47.4019
-115.6612,47.4026
-115.6567,47.4007
-115.6552,47.3950
-115.6475,47.3904
-115.6467,47.3825
-115.6428,47.3776
-115.6163,47.3826
-115.6001,47.3775
-115.5971,47.3719
-115.5759,47.3669
-115.5745,47.3557
-115.5688,47.3553
-115.5638,47.3517
-115.5553,47.3531
-115.5501,47.3499
-115.5480,47.3389
-115.5503,47.3339
-115.5392,47.3292
-115.5387,47.3229
-115.5266,47.3090
-115.5283,47.2993
-115.5151,47.2970
-115.5043,47.2911
-115.4904,47.2894
-115.4813,47.2817
-115.4656,47.2879
-115.4566,47.2825
-115.4561,47.2779
-115.4426,47.2774
-115.4357,47.2805
-115.4257,47.2802
-115.4194,47.2766
-115.4207,47.2718
-115.4097,47.2643
-115.3835,47.2673
-115.3772,47.2648
-115.3709,47.2653
-115.3583,47.2595
-115.3533,47.2620
-115.3469,47.2601
-115.3397,47.2628
-115.3190,47.2568
-115.3173,47.2517
-115.3239,47.2449
-115.3193,47.2424
-115.3161,47.2334
-115.2978,47.2253
-115.2938,47.2210
-115.2911,47.2099
-115.2998,47.1940
-115.2995,47.1882
-115.2900,47.1872
-115.2854,47.1833
-115.2609,47.1818
-115.2548,47.1748
-115.2542,47.1630
-115.2476,47.1587
-115.2449,47.1520
-115.2223,47.1491
-115.2153,47.1454
-115.2118,47.1416
-115.1979,47.1398
-115.1957,47.1356
-115.1847,47.1299
-115.1854,47.1250
-115.1708,47.1127
-115.1695,47.1063
-115.1582,47.1020
-115.1417,47.1019
-115.1369,47.0961
-115.1393,47.0884
-115.1357,47.0784
-115.1199,47.0613
-115.1065,47.0523
-115.1062,47.0491
-115.1017,47.0473
-115.0972,47.0490
-115.0868,47.0456
-115.0875,47.0405
-115.0801,47.0361
-115.0803,47.0294
-115.0743,47.0253
-115.0705,47.0262
-115.0684,47.0149
-115.0720,47.0138
-115.0643,47.0000
-115.0667,46.9953
-115.0491,46.9814
-115.0508,46.9750
-115.0486,46.9709
-115.0307,46.9716
-115.0274,46.9757
-115.0003,46.9720
-114.9985,46.9661
-114.9846,46.9541
-114.9852,46.9498
-114.9584,46.9330
-114.9596,46.9301
-114.9517,46.9267
-114.9410,46.9242
-114.9348,46.9199
-114.9258,46.9197
-114.9209,46.9129
-114.9285,46.9100
-114.9358,46.8975
-114.9306,46.8769
-114.9378,46.8691
-114.9423,46.8681
-114.9466,46.8612
-114.9394,46.8561
-114.9277,46.8549
-114.9225,46.8477
-114.9275,46.8433
-114.9247,46.8400
-114.9262,46.8347
-114.9195,46.8278
-114.9035,46.8229
-114.8980,46.8234
-114.8939,46.8174
-114.8985,46.8089
-114.8952,46.8027
-114.8902,46.8031
-114.8872,46.8087
-114.8796,46.8119
-114.8643,46.8144
-114.8601,46.8116
-114.8559,46.8017
-114.8438,46.7944
-114.8353,46.7924
-114.8282,46.7826
-114.8128,46.7817
-114.8071,46.7823
-114.7976,46.7758
-114.7887,46.7790
-114.7864,46.7827
-114.7824,46.7683
-114.7731,46.7656
-114.7723,46.7618
-114.7641,46.7582
-114.7673,46.7482
-114.7642,46.7455
-114.7662,46.7389
-114.7728,46.7319
-114.7787,46.7305
-114.7821,46.7253
-114.7811,46.7198
-114.7877,46.7141
-114.7809,46.7069
-114.7676,46.7050
-114.7659,46.6970
-114.7471,46.6989
-114.7392,46.7119
-114.7121,46.7155
-114.7068,46.7236
-114.7080,46.7270
-114.6992,46.7335
-114.6981,46.7403
-114.6876,46.7365
-114.6810,46.7389
-114.6740,46.7369
-114.6644,46.7393
-114.6582,46.7347
-114.6484,46.7330
-114.6439,46.7231
-114.6383,46.7218
-114.6199,46.7075
-114.6238,46.6961
-114.6222,46.6916
-114.6408,46.6794
-114.6393,46.6758
-114.6418,46.6732
-114.6323,46.6718
-114.6389,46.6659
-114.6348,46.6595
-114.6205,46.6582
-114.6138,46.6553
-114.6107,46.6478
-114.6154,46.6437
-114.6135,46.6393
-114.5938,46.6336
-114.5880,46.6352
-114.5818,46.6335
-114.5694,46.6434
-114.5624,46.6409
-114.5565,46.6441
-114.5464,46.6446
-114.5409,46.6501
-114.5226,46.6407
-114.5088,46.6393
-114.5003,46.6414
-114.4863,46.6331
-114.4660,46.6318
-114.4515,46.6418
-114.4523,46.6493
-114.4235,46.6607
-114.4114,46.6568
-114.4087,46.6622
-114.4034,46.6595
-114.3936,46.6649
-114.3827,46.6625
-114.3764,46.6674
-114.3615,46.6686
-114.3571,46.6711
-114.3523,46.6638
-114.3319,46.6608
-114.3208,46.6493
-114.3219,46.6421
-114.3193,46.6384
-114.3211,46.6260
-114.3272,46.6200
-114.3216,46.6109
-114.3289,46.6045
-114.3315,46.5970
-114.3433,46.5901
-114.3288,46.5765
-114.3386,46.5641
-114.3416,46.5553
-114.3470,46.5517
-114.3429,46.5415
-114.3483,46.5296
-114.3411,46.5198
-114.3475,46.5104
-114.3578,46.5054
-114.3668,46.5054
-114.3744,46.5019
-114.3830,46.5053
-114.3993,46.5022
-114.4021,46.4988
-114.3991,46.4773
-114.3935,46.4696
-114.3827,46.4667
-114.3784,46.4602
-114.3834,46.4472
-114.3714,46.4429
-114.3675,46.4373
-114.3816,46.4329
-114.3849,46.4108
-114.3928,46.4090
-114.4003,46.4016
-114.4080,46.4005
-114.4089,46.3966
-114.4215,46.3872
-114.4091,46.3657
-114.4091,46.3610
-114.4128,46.3360
-114.4210,46.3302
-114.4325,46.3056
-114.4247,46.2880
-114.4264,46.2837
-114.4404,46.2739
-114.4523,46.2710
-114.4641,46.2732
-114.4695,46.2674
-114.4642,46.2524
-114.4673,46.2489
-114.4534,46.2416
-114.4489,46.2372
-114.4446,46.2203
-114.4508,46.2150
-114.4423,46.2030
-114.4450,46.1740
-114.4431,46.1693
-114.4454,46.1679
-114.4566,46.1703
-114.4753,46.1606
-114.4883,46.1678
-114.4959,46.1678
-114.5053,46.1647
-114.5138,46.1678
-114.5132,46.1542
-114.5262,46.1459
-114.5204,46.1365
-114.5166,46.1356
-114.5200,46.1251
-114.5046,46.1185
-114.4975,46.1189
-114.4883,46.1134
-114.4734,46.1133
-114.4699,46.1057
-114.4661,46.1044
-114.4586,46.0940
-114.4609,46.0787
-114.4714,46.0769
-114.4711,46.0692
-114.4660,46.0658
-114.4668,46.0638
-114.4778,46.0559
-114.4925,46.0525
-114.4964,46.0425
-114.5027,46.0419
-114.5056,46.0389
-114.5067,46.0317
-114.4951,46.0279
-114.4793,46.0304
-114.4720,46.0145
-114.4840,46.0083
-114.4869,46.0038
-114.4841,45.9965
-114.4793,45.9929
-114.4744,45.9920
-114.4631,45.9974
-114.4570,45.9976
-114.4473,45.9874
-114.4287,45.9867
-114.4111,45.9781
-114.4103,45.9737
-114.4004,45.9635
-114.4014,45.9579
-114.4238,45.9437
-114.4302,45.9358
-114.4142,45.9225
-114.4122,45.9116
-114.4034,45.9036
-114.3941,45.9014
-114.3925,45.8931
-114.3866,45.8905
-114.3873,45.8824
-114.3956,45.8712
-114.4023,45.8721
-114.4048,45.8705
-114.4086,45.8517
-114.4367,45.8627
-114.4451,45.8616
-114.4525,45.8560
-114.4694,45.8514
-114.4709,45.8476
-114.4746,45.8465
-114.4863,45.8517
-114.4931,45.8496
-114.4979,45.8508
-114.5024,45.8462
-114.5084,45.8456
-114.5162,45.8361
-114.5153,45.8319
-114.5106,45.8297
-114.5299,45.8191
-114.5301,45.8097
-114.5442,45.7979
-114.5430,45.7904
-114.5548,45.7867
-114.5652,45.7739
-114.5567,45.7643
-114.5509,45.7642
-114.5438,45.7594
-114.5468,45.7434
-114.5347,45.7392
-114.5251,45.7276
-114.5139,45.7272
-114.5039,45.7223
-114.4945,45.7034
-114.5005,45.6937
-114.5143,45.6851
-114.4999,45.6825
-114.4981,45.6794
-114.5013,45.6754
-114.4987,45.6691
-114.5068,45.6577
-114.5212,45.6494
-114.5288,45.6524
-114.5397,45.6501
-114.5409,45.6414
-114.5499,45.6427
-114.5627,45.6375
-114.5624,45.6317
-114.5530,45.6194
-114.5440,45.6168
-114.5372,45.6069
-114.5452,45.6006
-114.5573,45.5852
-114.5521,45.5770
-114.5581,45.5658
-114.5645,45.5625
-114.5639,45.5578
-114.5597,45.5594
-114.5516,45.5573
-114.5486,45.5607
