Longitude,Latitude
-114.7209,33.2869
-114.7304,33.3024
-114.7228,33.3121
-114.7072,33.3234
-114.7001,33.3370
-114.6972,33.3524
-114.6983,33.3611
-114.7066,33.3766
-114.7065,33.3825
-114.7247,33.4040
-114.7193,33.4079
-114.7009,33.4084
-114.6949,33.4151
-114.6872,33.4179
-114.6731,33.4183
-114.6576,33.4130
-114.6488,33.4136
-114.6344,33.4227
-114.6263,33.4335
-114.6215,33.4475
-114.6221,33.4565
-114.6009,33.4814
-114.5916,33.4986
-114.5797,33.5064
-114.5687,33.5092
-114.5602,33.5167
-114.5581,33.5318
-114.5238,33.5522
-114.5360,33.5709
-114.5395,33.5806
-114.5398,33.5914
-114.5284,33.6066
-114.5211,33.6125
-114.5304,33.6239
-114.5303,33.6282
-114.5256,33.6302
-114.5230,33.6347
-114.5324,33.6516
-114.5298,33.6544
-114.5176,33.6559
-114.5133,33.6602
-114.5295,33.6668
-114.5307,33.6751
-114.5232,33.6859
-114.4949,33.6984
-114.4934,33.7079
-114.4958,33.7191
-114.5116,33.7342
-114.5037,33.7510
-114.5041,33.7604
-114.5273,33.8149
-114.5219,33.8190
-114.5192,33.8254
-114.5298,33.8554
-114.5249,33.8600
-114.5139,33.8586
-114.5026,33.8664
-114.5030,33.8761
-114.5220,33.8926
-114.5251,33.9002
-114.5235,33.9016
-114.5129,33.8979
-114.5079,33.9006
-114.5071,33.9038
-114.5107,33.9111
-114.5176,33.9175
-114.5329,33.9251
-114.5347,33.9346
-114.5223,33.9546
-114.5151,33.9581
-114.5079,33.9575
-114.4991,33.9618
-114.4671,33.9929
-114.4578,33.9955
-114.4584,34.0000
-114.4665,34.0052
-114.4651,34.0110
-114.4494,34.0126
-114.4375,34.0226
-114.4342,34.0378
-114.4386,34.0579
-114.4346,34.0797
-114.4326,34.0884
-114.4197,34.1035
-114.4109,34.1100
-114.4008,34.1116
-114.3898,34.1101
-114.3784,34.1160
-114.3657,34.1186
-114.3522,34.1331
-114.3353,34.1340
-114.3200,34.1386
-114.2865,34.1705
-114.2745,34.1721
-114.2677,34.1702
-114.2562,34.1728
-114.2399,34.1832
-114.2289,34.1869
-114.2242,34.1939
-114.2244,34.2036
-114.2110,34.2115
-114.1773,34.2400
-114.1738,34.2473
-114.1653,34.2500
-114.1631,34.2533
-114.1639,34.2597
-114.1325,34.2585
-114.1304,34.2627
-114.1359,34.2744
-114.1375,34.3032
-114.1564,34.3178
-114.1680,34.3395
-114.1761,34.3493
-114.1987,34.3614
-114.2253,34.3659
-114.2335,34.3766
-114.2621,34.4004
-114.2860,34.4053
-114.2904,34.4098
-114.2926,34.4195
-114.3002,34.4268
-114.3259,34.4378
-114.3310,34.4466
-114.3367,34.4509
-114.3729,34.4469
-114.3859,34.4579
-114.3809,34.4760
-114.3816,34.4957
-114.3773,34.5073
-114.3801,34.5297
-114.4044,34.5696
-114.4216,34.5807
-114.4360,34.5961
-114.4245,34.6008
-114.4234,34.6104
-114.4379,34.6214
-114.4407,34.6425
-114.4572,34.6571
-114.4497,34.6668
-114.4645,34.6912
-114.4702,34.7122
-114.4867,34.7166
-114.4912,34.7257
-114.5158,34.7367
-114.5288,34.7508
-114.5519,34.7669
-114.5702,34.7943
-114.5757,34.8153
-114.5860,34.8357
-114.5999,34.8474
-114.6231,34.8597
-114.6323,34.8700
-114.6359,34.8891
-114.6301,34.9073
-114.6325,34.9246
-114.6290,34.9430
-114.6344,34.9651
-114.6282,34.9861
-114.6322,35.0021
-114.6372,35.0171
-114.6339,35.0337
-114.6263,35.0447
-114.6059,35.0589
-114.6021,35.0686
-114.6039,35.0748
-114.6123,35.0831
-114.6217,35.0887
-114.6387,35.0945
-114.6460,35.1019
-114.6276,35.1189
-114.6180,35.1217
-114.5983,35.1211
-114.5835,35.1250
-114.5777,35.1288
-114.5720,35.1387
-114.5684,35.1835
-114.5713,35.2006
-114.5792,35.2096
-114.5863,35.2624
-114.5967,35.2970
-114.5951,35.3252
-114.6035,35.3536
-114.6172,35.3797
-114.6194,35.3929
-114.6263,35.4095
-114.6526,35.4306
-114.6548,35.4378
-114.6623,35.4459
-114.6669,35.4604
-114.6656,35.4669
-114.6731,35.4755
-114.6721,35.4817
-114.6768,35.4898
-114.6782,35.5021
-114.6752,35.5155
-114.6681,35.5213
-114.6634,35.5219
-114.6561,35.5344
-114.6612,35.5455
-114.6626,35.5647
-114.6669,35.5740
-114.6747,35.5800
-114.6588,35.5875
-114.6535,35.5976
-114.6526,35.6108
-114.6574,35.6191
-114.6646,35.6219
-114.6763,35.6415
-114.6886,35.6514
-114.6892,35.6647
-114.6798,35.6855
-114.6824,35.6894
-114.7004,35.7012
-114.7046,35.7083
-114.6967,35.7328
-114.6972,35.7513
-114.6936,35.7569
-114.7006,35.7691
-114.6981,35.7902
-114.7113,35.8062
-114.7029,35.8146
-114.6950,35.8296
-114.6956,35.8338
-114.7042,35.8449
-114.7038,35.8517
-114.6936,35.8542
-114.6893,35.8597
-114.6824,35.8629
-114.6710,35.8651
-114.6616,35.8696
-114.6618,35.8733
-114.6710,35.8774
-114.6995,35.9018
-114.7077,35.9123
-114.7067,35.9281
-114.7303,35.9439
-114.7275,35.9563
-114.7428,35.9837
-114.7391,35.9927
-114.7422,36.0087
-114.7380,36.0151
-114.7233,36.0267
-114.7210,36.0314
-114.7330,36.0381
-114.7431,36.0402
-114.7428,36.0446
-114.7347,36.0567
-114.7425,36.0706
-114.7547,36.0816
-114.7548,36.0872
-114.7513,36.0923
-114.7354,36.1044
-114.7026,36.1090
-114.6930,36.1132
-114.6832,36.1097
-114.6789,36.1107
-114.6721,36.1164
-114.6646,36.1167
-114.6591,36.1242
-114.6364,36.1361
-114.6309,36.1423
-114.6270,36.1410
-114.6211,36.1322
-114.6159,36.1301
-114.5964,36.1421
-114.5813,36.1463
-114.5712,36.1516
-114.5392,36.1522
-114.5317,36.1482
-114.5109,36.1510
-114.5009,36.1434
-114.5099,36.1325
-114.5071,36.1282
-114.5024,36.1270
-114.4862,36.1294
-114.4693,36.1388
-114.4628,36.1397
-114.4576,36.1386
-114.4525,36.1307
-114.4458,36.1260
-114.4264,36.1363
-114.4138,36.1467
-114.4047,36.1474
-114.3820,36.1417
-114.3750,36.1442
-114.3713,36.1431
-114.3623,36.1303
-114.3452,36.1183
-114.3365,36.1080
-114.3280,36.1055
-114.3076,36.0825
-114.3049,36.0749
-114.3134,36.0666
-114.3148,36.0595
-114.3100,36.0573
-114.2975,36.0569
-114.2907,36.0503
-114.2794,36.0464
-114.2724,36.0464
-114.2659,36.0293
-114.2519,36.0202
-114.2325,36.0143
-114.2129,36.0156
-114.1916,36.0210
-114.1760,36.0277
-114.1657,36.0278
-114.1533,36.0239
-114.1474,36.0280
-114.1460,36.0351
-114.1374,36.0413
-114.1361,36.0595
-114.1211,36.0868
-114.1137,36.0952
-114.1167,36.1009
-114.1224,36.1048
-114.1224,36.1116
-114.1102,36.1199
-114.0991,36.1217
-114.0914,36.1401
-114.0852,36.1472
-114.0672,36.1807
-114.0595,36.1894
-114.0461,36.1941
-114.0477,36.2896
-114.0450,36.4430
-114.0498,36.6547
-114.0498,36.8432
-114.0498,37.0004
NaN,NaN
NaN,NaN
-94.6177,36.4993
-94.0769,36.4987
-93.8666,36.4987
-93.5841,36.4988
-93.3152,36.4983
-93.2959,36.4984
-92.8540,36.4980
-92.7722,36.4977
-92.5290,36.4985
-92.3750,36.4971
-92.1501,36.4985
-92.1202,36.4988
-91.6722,36.4994
-91.4499,36.4976
-91.4070,36.4971
-91.1264,36.4977
-90.7843,36.4985
-90.5760,36.4984
-90.2206,36.4978
-90.1524,36.4979
-90.1547,36.4924
-90.1599,36.4942
-90.1559,36.4903
-90.1563,36.4877
-90.1603,36.4868
-90.1570,36.4843
-90.1593,36.4800
-90.1436,36.4760
-90.1420,36.4713
-90.1458,36.4689
-90.1528,36.4709
-90.1557,36.4635
-90.1506,36.4654
-90.1445,36.4627
-90.1445,36.4675
-90.1424,36.4678
-90.1413,36.4598
-90.1339,36.4537
-90.1372,36.4506
-90.1340,36.4365
-90.1386,36.4352
-90.1380,36.4315
-90.1430,36.4307
-90.1440,36.4257
-90.1388,36.4211
-90.1341,36.4228
-90.1348,36.4168
-90.1384,36.4139
-90.1276,36.4167
-90.1286,36.4116
-90.1214,36.4109
-90.1189,36.4128
-90.1183,36.4095
-90.1132,36.4093
-90.1155,36.4062
-90.1106,36.4078
-90.1094,36.4040
-90.1044,36.4055
-90.1014,36.4021
-90.0943,36.4039
-90.0803,36.4007
-90.0741,36.3932
-90.0705,36.3934
-90.0687,36.3882
-90.0661,36.3877
-90.0679,36.3852
-90.0632,36.3842
-90.0666,36.3784
-90.0647,36.3772
-90.0626,36.3770
-90.0633,36.3670
-90.0663,36.3651
-90.0662,36.3592
-90.0776,36.3494
-90.0740,36.3428
-90.0782,36.3373
-90.0754,36.3347
-90.0769,36.3307
-90.0816,36.3267
-90.0796,36.3239
-90.0817,36.3214
-90.0692,36.3131
-90.0639,36.3030
-90.0714,36.2933
-90.0788,36.2900
-90.0762,36.2806
-90.0843,36.2719
-90.0960,36.2714
-90.1057,36.2661
-90.1128,36.2665
-90.1167,36.2637
-90.1181,36.2534
-90.1235,36.2434
-90.1305,36.2420
-90.1246,36.2355
-90.1263,36.2293
-90.1309,36.2287
-90.1323,36.2264
-90.1421,36.2275
-90.1455,36.2211
-90.1489,36.2216
-90.1524,36.2155
-90.1567,36.2136
-90.1611,36.2157
-90.1695,36.2142
-90.1776,36.2071
-90.1809,36.2088
-90.1828,36.2050
-90.1881,36.2053
-90.1900,36.2014
-90.1948,36.2005
-90.1971,36.1959
-90.2016,36.1960
-90.2005,36.1921
-90.2073,36.1861
-90.2125,36.1831
-90.2203,36.1847
-90.2292,36.1736
-90.2312,36.1638
-90.2353,36.1591
-90.2313,36.1538
-90.2313,36.1473
-90.2346,36.1452
-90.2355,36.1394
-90.2451,36.1363
-90.2454,36.1332
-90.2531,36.1273
-90.2605,36.1273
-90.2668,36.1198
-90.2730,36.1170
-90.2930,36.1143
-90.2940,36.1099
-90.2983,36.1067
-90.2998,36.0982
-90.3062,36.0947
-90.3123,36.0944
-90.3191,36.0899
-90.3183,36.0766
-90.3206,36.0713
-90.3332,36.0674
-90.3371,36.0477
-90.3484,36.0413
-90.3485,36.0345
-90.3541,36.0306
-90.3516,36.0253
-90.3683,36.0093
-90.3778,35.9956
-90.2887,35.9963
-89.9593,35.9989
-89.7330,36.0005
-89.7191,35.9859
-89.7196,35.9709
-89.7145,35.9630
-89.6869,35.9476
-89.6561,35.9257
-89.6448,35.9043
-89.6506,35.8908
-89.6656,35.8832
-89.6769,35.8856
-89.6881,35.8969
-89.7149,35.9062
-89.7335,35.9046
-89.7604,35.8945
-89.7656,35.8912
-89.7722,35.8780
-89.7735,35.8698
-89.7709,35.8630
-89.7643,35.8582
-89.7294,35.8476
-89.7063,35.8371
-89.7011,35.8298
-89.7043,35.8195
-89.7333,35.8062
-89.7429,35.8057
-89.7654,35.8111
-89.7654,35.8094
-89.7817,35.8050
-89.7992,35.7884
-89.7970,35.7826
-89.7992,35.7754
-89.8128,35.7611
-89.8211,35.7566
-89.8470,35.7554
-89.8655,35.7465
-89.8764,35.7379
-89.8772,35.7413
-89.8881,35.7500
-89.9085,35.7596
-89.9502,35.7384
-89.9562,35.7333
-89.9588,35.7238
-89.9557,35.6905
-89.9310,35.6600
-89.9153,35.6527
-89.8945,35.6514
-89.8849,35.6550
-89.8771,35.6661
-89.8647,35.6703
-89.8579,35.6682
-89.8515,35.6590
-89.8517,35.6442
-89.8570,35.6341
-89.8778,35.6259
-89.8943,35.6155
-89.9110,35.6175
-89.9453,35.6015
-89.9567,35.5904
-89.9566,35.5813
-89.9428,35.5579
-89.9290,35.5515
-89.9117,35.5484
-89.9098,35.5440
-89.9127,35.5376
-89.9097,35.5378
-89.9038,35.5341
-89.9076,35.5229
-89.9119,35.5173
-89.9209,35.5138
-89.9512,35.5218
-89.9576,35.5271
-89.9556,35.5344
-89.9584,35.5416
-89.9893,35.5600
-90.0082,35.5600
-90.0172,35.5559
-90.0306,35.5544
-90.0390,35.5487
-90.0494,35.5210
-90.0484,35.5043
-90.0434,35.4922
-90.0345,35.4801
-90.0203,35.4702
-90.0188,35.4647
-90.0265,35.4477
-90.0265,35.4400
-90.0315,35.4276
-90.0425,35.4211
-90.0465,35.4129
-90.0567,35.4038
-90.0414,35.3965
-90.0445,35.3930
-90.0542,35.3892
-90.0693,35.4081
-90.0619,35.4151
-90.0705,35.4232
-90.0740,35.4339
-90.0670,35.4648
-90.0800,35.4768
-90.0849,35.4788
-90.0986,35.4785
-90.1116,35.4744
-90.1205,35.4657
-90.1294,35.4418
-90.1402,35.4365
-90.1689,35.4218
-90.1782,35.3820
-90.1662,35.3747
-90.1448,35.3745
-90.1354,35.3766
-90.1434,35.3875
-90.1461,35.3994
-90.1416,35.4085
-90.1304,35.4137
-90.1124,35.4101
-90.0966,35.3952
-90.0749,35.3841
